px,py,pz,r11,r12,r13,r21,r22,r23,r31,r32,r33,vx,vy,vz,wx,wy,wz,pxd,pyd,pzd,t1,t2,t3,t4,t5,t6,a1,a2,a3,a4,a5,a6,time
-4.079192638397217,-75.96253204345703,2.3334896564483643,0.9292460680007935,0.36270248889923096,-0.0703468844294548,-0.36719846725463867,0.9277004599571228,-0.06735817342996597,0.040829867124557495,0.08842357993125916,0.9952458143234253,0.4027986526489258,0.3071402907371521,-0.8822599649429321,0.2664867341518402,-0.4908730387687683,0.5257779955863953,-4.0,-76.0,2.0999999046325684,1.62828528881073,4.447206497192383,3.1086409091949463,1.9711281061172485,4.59182596206665,2.3638358116149902,-0.7558932304382324,-0.4534405469894409,-0.5549831390380859,-0.7801029682159424,-0.45061326026916504,-0.5481536984443665,0.8999992609024048
-4.076480388641357,-75.9615478515625,2.329345941543579,0.9300192594528198,0.3601711392402649,-0.07308153063058853,-0.3649302124977112,0.9285696744918823,-0.06770706176757812,0.043475162237882614,0.08963853120803833,0.9950250387191772,0.39522966742515564,0.3032611310482025,-0.8755449652671814,0.26652804017066956,-0.48288071155548096,0.5235050320625305,-4.0,-76.0,2.0999999046325684,1.590785264968872,4.4097065925598145,3.1711409091949463,2.033627986907959,4.554326057434082,2.4263358116149902,-0.8870928287506104,-0.48949646949768066,-0.46390241384506226,-0.683738648891449,-0.4347989857196808,-0.6074279546737671,0.9049992561340332
-4.073802471160889,-75.96058654785156,2.3252410888671875,0.930776834487915,0.3576505482196808,-0.07576662302017212,-0.3626733720302582,0.9294263124465942,-0.06807906180620193,0.046070974320173264,0.09084495157003403,0.9947987794876099,0.3878084719181061,0.29942965507507324,-0.8685300946235657,0.26592984795570374,-0.47199586033821106,0.5196440815925598,-4.0,-76.0,2.0999999046325684,1.5532852411270142,4.372206687927246,3.2336409091949463,2.096127986907959,4.516826152801514,2.4888358116149902,-0.8930866718292236,-0.48947232961654663,-0.4610077738761902,-0.6787394881248474,-0.4471229314804077,-0.6274305582046509,0.9099992513656616
-4.071158409118652,-75.95960235595703,2.3211755752563477,0.9315170645713806,0.35514792799949646,-0.07839600741863251,-0.3604346215724945,0.9302675724029541,-0.06847767531871796,0.04860955476760864,0.09204475581645966,0.9945676922798157,0.3805787265300751,0.2956216633319855,-0.8615410327911377,0.26596346497535706,-0.46028196811676025,0.5143451690673828,-4.0,-76.0,2.0999999046325684,1.5157852172851562,4.334706783294678,3.2961409091949463,2.0586280822753906,4.479326248168945,2.5513358116149902,-0.8141579627990723,-0.4653807282447815,-0.5003634691238403,-0.7404788732528687,-0.480524480342865,-0.6066594123840332,0.91499924659729
-4.068548202514648,-75.9586181640625,2.317150115966797,0.9322381615638733,0.3526686429977417,-0.0809742733836174,-0.3582199811935425,0.9310908317565918,-0.06890840083360672,0.051092568784952164,0.09324564784765244,0.9943313598632812,0.37357425689697266,0.2918061912059784,-0.8543239235877991,0.2676125764846802,-0.4493432343006134,0.507749080657959,-4.0,-76.0,2.0999999046325684,1.5571777820587158,4.297206878662109,3.3586409091949463,2.0211281776428223,4.441826343536377,2.6138358116149902,-0.7716327905654907,-0.46377259492874146,-0.4916403889656067,-0.7237769365310669,-0.483635276556015,-0.5933870077133179,0.9199992418289185
-4.065971374511719,-75.95764923095703,2.3131632804870605,0.9329399466514587,0.3502190113067627,-0.08348459750413895,-0.3560347557067871,0.931893527507782,-0.06938062608242035,0.05350034683942795,0.09445137530565262,0.9940908551216125,0.3668380677700043,0.28795352578163147,-0.847111701965332,0.2696033716201782,-0.43313068151474,0.4998341202735901,-4.0,-76.0,2.0999999046325684,1.519677758216858,4.259706974029541,3.4211409091949463,2.0836281776428223,4.404326438903809,2.5824577808380127,-0.8824871778488159,-0.5427316427230835,-0.44316166639328003,-0.6059804558753967,-0.43678417801856995,-0.6355600357055664,0.9249992370605469
-4.063426494598389,-75.95667266845703,2.3092174530029297,0.9336221218109131,0.34780600666999817,-0.08591095358133316,-0.3538835942745209,0.932675302028656,-0.06988021731376648,0.05582226812839508,0.09564419835805893,0.9938490986824036,0.36041122674942017,0.2840486764907837,-0.8395897150039673,0.2664106786251068,-0.41578054428100586,0.49058279395103455,-4.0,-76.0,2.0999999046325684,1.482177734375,4.222207069396973,3.383641004562378,2.1461281776428223,4.466826438903809,2.6449577808380127,-0.8117802143096924,-0.6170672178268433,-0.5639055967330933,-0.6448058485984802,-0.3409615159034729,-0.46791699528694153,0.9299992322921753
-4.0609130859375,-75.9556884765625,2.305312156677246,0.9342823028564453,0.3454371690750122,-0.08825978636741638,-0.3517739176750183,0.9334341287612915,-0.07039746642112732,0.058066800236701965,0.09681860357522964,0.9936067461967468,0.3543144762516022,0.280075341463089,-0.8320882320404053,0.26341867446899414,-0.4015776813030243,0.4801933467388153,-4.0,-76.0,2.0999999046325684,1.544677734375,4.184707164764404,3.3461410999298096,2.108628273010254,4.42932653427124,2.7074577808380127,-0.6724613904953003,-0.5310399532318115,-0.5864590406417847,-0.7741963863372803,-0.4685618579387665,-0.48227250576019287,0.9349992275238037
-4.058430194854736,-75.9547119140625,2.3014469146728516,0.9349197149276733,0.34311553835868835,-0.09053687751293182,-0.3497096002101898,0.9341684579849243,-0.07093996554613113,0.060236092656850815,0.09798477590084076,0.9933632612228394,0.3485654294490814,0.27600032091140747,-0.8245001435279846,0.2627958357334137,-0.38683560490608215,0.46894457936286926,-4.0,-76.0,2.0999999046325684,1.607177734375,4.147207260131836,3.4086410999298096,2.0711283683776855,4.391826629638672,2.704275131225586,-0.7538919448852539,-0.4545421004295349,-0.4340202510356903,-0.7372142672538757,-0.5263843536376953,-0.6141296029090881,0.9399992227554321
-4.055975437164307,-75.95375061035156,2.297621965408325,0.9355355501174927,0.3408457338809967,-0.09272214025259018,-0.3476938307285309,0.934876561164856,-0.07151757180690765,0.06230730190873146,0.09914614260196686,0.9931202530860901,0.343196839094162,0.27179405093193054,-0.816931962966919,0.26214706897735596,-0.3663826286792755,0.456771582365036,-4.0,-76.0,2.0999999046325684,1.569677710533142,4.109707355499268,3.4711410999298096,2.1336283683776855,4.3543267250061035,2.6667752265930176,-0.9040696620941162,-0.49926620721817017,-0.3667767345905304,-0.6197808384895325,-0.4596221148967743,-0.6573293209075928,0.9449992179870605
-4.053549289703369,-75.95279693603516,2.293837785720825,0.9361307621002197,0.33863383531570435,-0.09479627013206482,-0.34572964906692505,0.9355588555335999,-0.07211531698703766,0.06426680088043213,0.10028325021266937,0.992881178855896,0.3382381796836853,0.2674442529678345,-0.8090075254440308,0.25603213906288147,-0.3442569971084595,0.44370245933532715,-4.0,-76.0,2.0999999046325684,1.5321776866912842,4.072207450866699,3.4462456703186035,2.1961283683776855,4.4168267250061035,2.7292752265930176,-0.8217334747314453,-0.5621530413627625,-0.5112356543540955,-0.6747022867202759,-0.3587118089199066,-0.468283474445343,0.949999213218689
-4.051149845123291,-75.95184326171875,2.290095329284668,0.9367039799690247,0.3364854156970978,-0.09676407277584076,-0.34382203221321106,0.9362146854400635,-0.0727219432592392,0.06612207740545273,0.10138855129480362,0.992647111415863,0.333698034286499,0.26293861865997314,-0.80109703540802,0.24965929985046387,-0.32506683468818665,0.4299575686454773,-4.0,-76.0,2.0999999046325684,1.5946776866912842,4.034707546234131,3.408745765686035,2.158628463745117,4.379326820373535,2.7917752265930176,-0.6329730749130249,-0.4816502332687378,-0.5831080675125122,-0.8419092297554016,-0.4829120635986328,-0.4413766860961914,0.9549992084503174
-4.0487751960754395,-75.95091247558594,2.28639554977417,0.9372550249099731,0.33440059423446655,-0.09863671660423279,-0.3419725298881531,0.93684321641922,-0.07334575057029724,0.06788027286529541,0.10247473418712616,0.9924168586730957,0.32957732677459717,0.25824782252311707,-0.7926324009895325,0.2463889867067337,-0.306605726480484,0.4156948924064636,-4.0,-76.0,2.0999999046325684,1.6571776866912842,4.073451519012451,3.471245765686035,2.121128559112549,4.341826915740967,2.8542752265930176,-0.6505393981933594,-0.41254347562789917,-0.48276782035827637,-0.8596352338790894,-0.5384330749511719,-0.5154746770858765,0.9599992036819458
-4.046427249908447,-75.94999694824219,2.2827389240264893,0.9377842545509338,0.33238327503204346,-0.1004093661904335,-0.3401845693588257,0.9374433755874634,-0.07398932427167892,0.0695352777838707,0.1035437360405922,0.9921912550926208,0.32588207721710205,0.25334829092025757,-0.7841896414756775,0.24264845252037048,-0.2866763174533844,0.4010270833969116,-4.0,-76.0,2.0999999046325684,1.6196776628494263,4.035951614379883,3.533745765686035,2.0836286544799805,4.304327011108398,2.9167752265930176,-0.8087444305419922,-0.5304136276245117,-0.46262267231941223,-0.761064887046814,-0.4717746675014496,-0.5550475120544434,0.9649991989135742
