Wall time,Step,Value
1755352704.4350026,150,-0.0010907540563493967
1755352720.4370754,300,-7.175739301601425e-05
1755352736.1549442,450,-0.0028745101299136877
1755352752.502394,600,0.0005783906672149897
1755352769.6052995,750,-0.004634815268218517
1755352787.01056,900,-0.002032466698437929
1755352804.8158793,1050,-0.0026826076209545135
1755352823.2501972,1200,-0.002227990422397852
1755352841.5850222,1350,1.729003997752443e-07
1755352860.033633,1500,-0.002956308890134096
1755352878.5181828,1650,0.0008346190443262458
1755352897.0850103,1800,-0.0007508588023483753
1755352915.907735,1950,-0.001047978876158595
1755352934.5525608,2100,0.0010800291784107685
1755352953.1664147,2250,0.0014622334856539965
1755352971.862133,2400,0.0011551722418516874
1755352990.3856494,2550,0.0009533918928354979
1755353008.9460645,2700,0.0003052770916838199
1755353027.4060483,2850,0.0006057833088561893
1755353045.8728766,3000,0.0009287116699852049
1755353064.3199723,3150,0.0011667675571516156
1755353082.6719959,3300,0.0036193483974784613
1755353100.9806733,3450,-0.0009582118946127594
1755353119.3468626,3600,0.00475552212446928
1755353137.59744,3750,-8.153630005836021e-06
1755353155.9553607,3900,-0.000747605343349278
1755353174.1870537,4050,0.0016857365844771266
1755353192.467143,4200,-0.0009847129695117474
1755353210.749667,4350,0.0005728554097004235
1755353229.001729,4500,-0.0007616126677021384
1755353247.2896647,4650,-0.0007104065734893084
1755353265.5928972,4800,0.00014182286395225674
1755353283.7971177,4950,-0.0025648842565715313
1755353302.0711195,5100,-0.0009537062724120915
1755353320.236969,5250,-0.002497923094779253
1755353338.453457,5400,0.0001196899902424775
1755353356.583933,5550,-0.0007216847152449191
1755353374.721884,5700,-0.0024145450443029404
1755353392.869748,5850,-0.0011639049043878913
1755353411.0740016,6000,-0.0015941886231303215
1755353429.2756333,6150,-0.0031162325758486986
1755353447.391902,6300,-0.002036730060353875
1755353465.495765,6450,-0.003654541913419962
1755353483.6346025,6600,-0.00224277819506824
1755353501.6818488,6750,-0.0035649831406772137
1755353519.7025502,6900,-0.0012437900295481086
1755353537.7005908,7050,-0.0011523007415235043
1755353555.817556,7200,-0.00358157092705369
1755353573.866945,7350,-0.0024011973291635513
1755353591.8751168,7500,-0.002749230246990919
1755353609.8544044,7650,-0.002381512662395835
1755353627.898578,7800,-0.00020806795509997755
1755353645.8545306,7950,-0.003444777335971594
1755353663.7458198,8100,-0.0015124296769499779
1755353681.6354828,8250,-0.0021482789888978004
1755353699.6739779,8400,-0.00175367365591228
1755353717.5433187,8550,-0.0015146918594837189
1755353735.394093,8700,-0.0014838483184576035
1755353753.2400265,8850,-0.002189413644373417
1755353771.1091123,9000,-0.0012875569518655539
1755353788.9961605,9150,-0.0019194212509319186
1755353806.913977,9300,-0.0017410797299817204
1755353824.8150194,9450,-0.0017650448717176914
1755353842.73046,9600,-0.0021963503677397966
1755353860.525147,9750,-0.003217685502022505
1755353878.4000125,9900,-0.0017740624025464058
1755353896.273012,10050,-0.0005476816440932453
1755353914.2039719,10200,-0.0024310017470270395
1755353932.0013273,10350,-0.0027537213172763586
1755353949.85318,10500,-0.001493290183134377
1755353967.619149,10650,-0.001743100699968636
1755353985.496967,10800,-0.0024974027182906866
1755354003.364047,10950,-0.0020065412390977144
1755354021.2271636,11100,-0.0016386692877858877
1755354039.0583382,11250,-0.002245276002213359
1755354056.9757676,11400,-0.002093434799462557
1755354074.8049662,11550,-0.0024509201757609844
1755354092.6363459,11700,-0.0029614362865686417
1755354110.283872,11850,-0.002205030294135213
1755354128.047123,12000,-0.002036761725321412
1755354145.7574098,12150,-0.00233396771363914
1755354163.4887037,12300,-0.0020962783601135015
1755354181.1228075,12450,-0.0013397596776485443
1755354199.0537543,12600,-0.0018337948713451624
1755354216.6970696,12750,-0.003134626429527998
1755354234.430977,12900,-0.0021340632811188698
1755354252.205541,13050,-0.0013295186217874289
1755354269.9981134,13200,-0.0018833255162462592
1755354287.6612606,13350,-0.0016878516180440784
1755354305.408369,13500,-0.0029907890129834414
1755354323.100937,13650,-0.002584493951871991
1755354340.8525977,13800,-0.0014284536009654403
1755354358.6319335,13950,-0.0015678048366680741
1755354376.3589337,14100,-0.0028469657991081476
1755354394.156749,14250,-0.0006414179806597531
1755354411.9990613,14400,-0.0008397697238251567
1755354429.7053862,14550,-0.0009641036740504205
1755354447.4341116,14700,-0.0023815592285245657
