Wall time,Step,Value
1755678950.0087192,150,-0.0010907540563493967
1755678954.1863194,300,0.00031363213201984763
1755678958.445091,450,-0.002695147879421711
1755678962.8604453,600,-0.0018417630344629288
1755678968.8515165,750,-0.00636969693005085
1755678974.7840137,900,-0.002187675330787897
1755678981.1344614,1050,-0.0019256355008110404
1755678988.2768464,1200,-0.002191586419939995
1755678995.232051,1350,0.0004184392746537924
1755679002.4719129,1500,-0.0027633425779640675
1755679009.549029,1650,0.0022907962556928396
1755679016.7638807,1800,0.0008864495903253555
1755679023.9154701,1950,0.0001696160907158628
1755679030.9875624,2100,0.0018718831706792116
1755679037.8544612,2250,0.0021163185592740774
1755679044.694749,2400,0.0021889384370297194
1755679051.4624946,2550,0.0013533930759876966
1755679058.0280385,2700,-0.00015632389113307
1755679064.5356772,2850,-0.0007905286038294435
1755679071.0691233,3000,6.28865382168442e-05
1755679077.513899,3150,-0.001242337399162352
1755679083.9118779,3300,0.0005932972417213023
1755679090.3326898,3450,0.00041507947025820613
1755679096.8005986,3600,-0.0010251872008666396
1755679103.1586368,3750,-0.0028998609632253647
1755679109.5423772,3900,-0.001295215217396617
1755679115.95787,4050,-0.0025277717504650354
1755679122.3957484,4200,-0.002540931571274996
1755679128.7140834,4350,0.00040329870535060763
1755679135.0210214,4500,-0.000884826818946749
1755679141.3154511,4650,-0.0017914909403771162
1755679147.7010472,4800,-0.0004915430909022689
1755679153.9657528,4950,-0.0019227195298299193
1755679160.2352715,5100,-0.0002927750756498426
1755679166.601635,5250,-0.0016544373938813806
1755679173.006078,5400,-0.0020206246990710497
1755679179.261437,5550,-0.002715396462008357
1755679185.440106,5700,-0.0025309366174042225
1755679191.6385906,5850,-0.0024693612940609455
1755679197.9739087,6000,-0.002682926831766963
1755679204.1995945,6150,-0.0025547107215970755
1755679210.4148786,6300,-0.0018388781463727355
1755679216.6180022,6450,-0.0016655833460390568
1755679222.854702,6600,-0.00193652487359941
1755679229.0682063,6750,-6.744329584762454e-05
1755679235.2955186,6900,-0.0013302508741617203
1755679241.5092614,7050,-0.0030787044670432806
1755679247.722604,7200,-0.0014692959375679493
1755679253.7938116,7350,-0.0006646651891060174
1755679259.9418104,7500,-0.0015985146164894104
1755679265.995701,7650,-0.0014903550036251545
1755679272.1239984,7800,0.00027692224830389023
1755679278.3552382,7950,-0.002024575602263212
1755679284.5187805,8100,0.0006546654039993882
1755679290.5636804,8250,-0.0008520238334313035
1755679296.6707578,8400,-0.0024795786011964083
1755679302.7666376,8550,-0.0026653078384697437
1755679309.0347621,8700,-0.0017593912780284882
1755679315.2114148,8850,-0.0024606972001492977
1755679321.5023801,9000,0.00023874260659795254
1755679327.6647923,9150,-0.001250930828973651
1755679333.8053865,9300,-0.0018678880296647549
1755679339.9173994,9450,-0.0020860631484538317
1755679345.964865,9600,-0.0017687072977423668
1755679351.91861,9750,-0.0009370396728627384
1755679357.7723792,9900,-0.0017219564178958535
1755679363.5952454,10050,-0.0018823370337486267
1755679369.4566088,10200,-0.0012446559267118573
1755679375.3157442,10350,-0.002530351746827364
1755679381.258792,10500,-0.0011415390763431787
1755679387.099521,10650,-0.0013420179020613432
1755679393.029882,10800,-0.001115633174777031
1755679398.869607,10950,-0.002289997413754463
1755679404.7356699,11100,-0.0032880331855267286
1755679410.595037,11250,-0.0014609189238399267
1755679416.5780692,11400,-0.0014288740931078792
1755679422.4526057,11550,-0.0036507374607026577
1755679428.3326397,11700,-0.0014876925852149725
1755679434.127665,11850,-0.0030789056327193975
1755679440.0171068,12000,-0.0019494089065119624
1755679445.814702,12150,-0.001548874657601118
1755679451.6664233,12300,-0.00322359218262136
1755679457.629162,12450,-0.0025680584367364645
1755679463.7271326,12600,-0.002485205652192235
1755679469.7262695,12750,-0.001137684565037489
1755679475.683574,12900,-0.0023560679983347654
1755679481.5953932,13050,-0.002326019573956728
1755679487.689145,13200,-0.001551588298752904
1755679493.550783,13350,-0.003046598518267274
1755679499.4383302,13500,-0.0019567348062992096
1755679505.2516677,13650,-0.001594990724697709
1755679511.1517954,13800,-0.001573211862705648
1755679516.9263525,13950,-0.0012001375434920192
1755679522.7738183,14100,-0.0015614082803949714
1755679528.6544988,14250,-0.0033307578414678574
1755679534.59534,14400,-0.0018397619714960456
1755679540.4326534,14550,-0.001088129123672843
1755679546.2374701,14700,-0.0013343255268409848
1755679551.984376,14850,-0.00281137740239501
