Wall time,Step,Value
1755613516.9839687,150,1.0007721185684204
1755613533.1445692,300,1.0027971267700195
1755613549.870037,450,0.9929787516593933
1755613567.4166272,600,0.9596164226531982
1755613585.4175177,750,0.9290035963058472
1755613603.4905994,900,0.902180552482605
1755613621.6468928,1050,0.8679248690605164
1755613640.1819994,1200,0.844917356967926
1755613658.5295851,1350,0.8160874247550964
1755613676.8548312,1500,0.7950330972671509
1755613695.2685897,1650,0.7779139280319214
1755613713.6904523,1800,0.756853461265564
1755613732.0847917,1950,0.7329708337783813
1755613750.4184318,2100,0.7101006507873535
1755613768.7031946,2250,0.6926012635231018
1755613787.1676824,2400,0.67398601770401
1755613805.343929,2550,0.6600483655929565
1755613823.4746733,2700,0.6448451280593872
1755613841.5508926,2850,0.6309090852737427
1755613859.6280248,3000,0.6154248714447021
1755613877.7006922,3150,0.5993759632110596
1755613895.6739035,3300,0.5864441394805908
1755613913.698446,3450,0.5780400633811951
1755613931.7481186,3600,0.5671467185020447
1755613949.7480292,3750,0.5542086958885193
1755613967.7271106,3900,0.5449798703193665
1755613985.6570528,4050,0.5350394248962402
1755614003.6520932,4200,0.5234306454658508
1755614021.5465512,4350,0.5107743144035339
1755614039.4627562,4500,0.5010368227958679
1755614057.3075895,4650,0.4927644729614258
1755614075.304392,4800,0.4854809641838074
1755614093.136259,4950,0.4765312969684601
1755614110.938937,5100,0.4658626914024353
1755614128.7501762,5250,0.45750027894973755
1755614146.7754116,5400,0.4484134614467621
1755614164.7384717,5550,0.43770337104797363
1755614182.7558355,5700,0.42859846353530884
1755614200.720532,5850,0.4169628620147705
1755614218.8773031,6000,0.410671204328537
1755614236.9886546,6150,0.4070272743701935
1755614255.0936782,6300,0.4030311405658722
1755614273.2497344,6450,0.3957715332508087
1755614291.4927166,6600,0.39119774103164673
1755614309.5300217,6750,0.3843133747577667
1755614327.534821,6900,0.3797980546951294
1755614345.43269,7050,0.373296320438385
1755614363.378113,7200,0.3654361665248871
1755614381.3027492,7350,0.3576596975326538
1755614399.252568,7500,0.35281234979629517
1755614417.132099,7650,0.34678685665130615
1755614435.0821238,7800,0.3405587077140808
1755614452.949684,7950,0.33520033955574036
1755614470.7977145,8100,0.3303382992744446
1755614489.674501,8250,0.3248583972454071
1755614509.3601763,8400,0.32024481892585754
1755614529.038634,8550,0.3152633309364319
1755614548.7336466,8700,0.3123345971107483
1755614568.3882513,8850,0.3093692362308502
1755614588.034557,9000,0.30750176310539246
1755614607.5164886,9150,0.3034692108631134
1755614627.053874,9300,0.30075567960739136
1755614646.5217195,9450,0.2975577116012573
1755614666.1473134,9600,0.2949536442756653
1755614685.6245835,9750,0.2913627028465271
1755614705.1010284,9900,0.28825828433036804
1755614724.6718528,10050,0.2852851152420044
1755614744.302394,10200,0.2817089855670929
1755614763.8854203,10350,0.27703821659088135
1755614783.4312227,10500,0.27299079298973083
1755614803.0022395,10650,0.2698984444141388
1755614822.7523878,10800,0.267562597990036
1755614842.3697743,10950,0.26449769735336304
1755614861.9392183,11100,0.2614409923553467
1755614881.4934435,11250,0.258449524641037
1755614901.058032,11400,0.2556672692298889
1755614920.6124249,11550,0.25347137451171875
1755614940.1732438,11700,0.25104624032974243
1755614959.7872732,11850,0.247550830245018
1755614979.4266832,12000,0.24352853000164032
1755614999.041223,12150,0.24125294387340546
1755615018.742707,12300,0.239316925406456
1755615038.4076376,12450,0.23717588186264038
1755615058.1715033,12600,0.23377807438373566
1755615077.765528,12750,0.23024646937847137
1755615097.3192356,12900,0.22699996829032898
1755615116.9182994,13050,0.2239680290222168
1755615136.523923,13200,0.22006796300411224
1755615156.094627,13350,0.21664516627788544
1755615175.616746,13500,0.21362066268920898
1755615195.2038548,13650,0.211599200963974
1755615214.8598533,13800,0.20836783945560455
1755615234.446903,13950,0.20505912601947784
1755615253.9924104,14100,0.20210321247577667
1755615273.5593355,14250,0.19895759224891663
1755615293.2986898,14400,0.19598311185836792
1755615312.8163958,14550,0.1931057721376419
1755615332.4739966,14700,0.19106800854206085
1755615352.0790265,14850,0.18900397419929504
1755615371.7701192,15000,0.18677987158298492
