time,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_cmd_8,tau_cmd_9,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
2.06,-0.8282,-1.2272,1.9792,-3.0718,0.8424,3.7525,-0.0575,0.0399,0.04,-1.7061,0.07785,0.0018154,-1.5359e-05,0.1196,-1.3423e-06,-2.6097,-0.0004498,0.0057578,11.557,0.069448,-13.652,-5.5766e-05,-0.69338,-5.0169e-05,-0.00052452,0.0021545,-0.05256,5.7225,17.0191,-17.0542,-87.0,3.0283,12.0,-12.0,0.1406,-0.6283,5.7225,17.019,-17.054,-147.1,3.0283,67.414,-15.978,0.14056,-0.62834,-1.6579,-0.8796,3.5514,-4.1947,1.7656,3.1197,-2.2251,0.717
2.08,-0.8603,-1.228,1.9801,-3.0718,0.8448,3.7525,-0.1097,0.0399,0.04,-1.4488,0.090306,-0.23026,-1.7201e-05,0.092552,-8.8985e-07,-2.6097,-0.00012058,0.0049279,13.287,0.74837,-10.958,-1.0015e-05,-0.30718,9.9099e-06,-0.0013113,0.014382,-0.037608,7.6004,17.1753,-15.8796,-87.0,2.7461,12.0,-12.0,0.1541,-0.5304,7.6004,17.1753,-15.8796,-146.8435,2.7461,67.5474,-12.5927,0.1541,-0.5304,-1.6677,-0.8787,3.5565,-4.1869,1.756,3.119,-2.2392,0.7252
2.1,-0.8871,-1.2283,1.9769,-3.0718,0.8461,3.7525,-0.1619,0.0399,0.04,-1.1812,0.11361,-0.40909,-1.9323e-05,0.036255,-1.3261e-06,-2.6097,0.00027888,0.0042924,13.562,1.4635,-7.5915,-0.00040828,0.38161,-5.4282e-05,-0.0013828,0.019436,-0.024392,8.5102,17.1917,-14.7228,-87.0,2.4708,12.0,-8.9823,0.1378,-0.4536,8.5102,17.192,-14.723,-146.53,2.4708,67.521,-8.9823,0.13782,-0.45363,-1.6873,-0.8797,3.5568,-4.1777,1.743,3.1153,-2.2478,0.7335
2.12,-0.9087,-1.2282,1.9707,-3.0718,0.8458,3.7525,-0.2141,0.0399,0.04,-0.92628,0.14622,-0.52838,-1.6017e-05,-0.036886,-1.1887e-06,-2.6098,0.00066553,0.0038253,12.768,2.0326,-4.1462,-0.00011371,1.231,-1.7273e-05,-0.0012159,0.020806,-0.013969,8.6101,17.0564,-13.7094,-87.0,2.2342,12.0,-5.1491,0.1021,-0.3965,8.6101,17.056,-13.709,-146.17,2.2342,67.371,-5.1491,0.10212,-0.3965,-1.7139,-0.8816,3.5529,-4.1671,1.7277,3.1095,-2.2519,0.7415
2.14,-0.9255,-1.2272,1.9627,-3.0718,0.8439,3.7525,-0.266,0.0399,0.04,-0.69885,0.18369,-0.59244,-8.114e-06,-0.12842,-7.1392e-08,-2.4451,0.0010506,0.0034885,11.309,2.2594,-1.2339,0.00046179,0.80827,9.5871e-05,16.47,0.025371,-0.0069487,8.104,16.794,-12.912,-87.0,2.0548,12.0,-1.1383,0.054318,-0.3558,8.104,16.794,-12.912,-145.74,2.0548,67.14,-1.1383,0.054318,-0.3558,-1.7446,-0.8837,3.5462,-4.1535,1.7102,3.1015,-2.2523,0.7483
2.16,-0.9381,-1.2256,1.9539,-3.0718,0.84,3.7525,-0.3057,0.0399,0.04,-0.50717,0.2234,-0.59998,-8.7297e-06,-0.21006,-1.0204e-07,-1.6451,0.00041082,0.0019257,9.468,2.4886,1.9136,-7.4024e-05,3.4925,-2.1592e-05,36.041,-0.044285,-0.095296,7.206,16.458,-12.338,-87.0,2.0278,12.0,0.23487,0.026504,-0.28787,7.206,16.458,-12.338,-145.2,2.0278,66.821,0.23487,0.026504,-0.28787,-1.7751,-0.8869,3.5367,-4.1322,1.6881,3.0815,-2.2414,0.7509
2.18,-0.9472,-1.2232,1.9453,-3.0718,0.8341,3.7525,-0.3304,0.0399,0.04,-0.35059,0.25779,-0.57863,-8.9886e-06,-0.30156,-4.3047e-07,-1.0328,3.7592e-05,0.0006986,7.6864,2.289,3.5826,-3.1849e-05,4.5184,1.688e-05,22.277,-0.0096807,-0.047591,6.1509,16.024,-12.0369,-87.0,1.9438,12.0,0.1909,0.1032,-0.1175,6.1509,16.024,-12.037,-144.34,1.9438,66.019,0.1909,0.10318,-0.11745,-1.802,-0.8921,3.5248,-4.1136,1.668,3.0595,-2.2242,0.7524
2.2,-0.9535,-1.2202,1.9374,-3.0718,0.8268,3.7525,-0.3441,0.0399,0.04,-0.22408,0.28072,-0.53596,-9.156e-06,-0.36174,-7.7227e-07,-0.58103,3.2973e-05,0.0002103,6.1837,1.6647,4.4232,-4.4221e-06,5.6555,-2.0943e-05,12.189,0.0011097,-0.02057,5.1188,15.48,-11.981,-87.0,1.956,12.0,0.16189,0.12909,-0.041599,5.1188,15.48,-11.981,-143.6,1.956,65.141,0.16189,0.12909,-0.041599,-1.8241,-0.8969,3.5124,-4.0981,1.6501,3.0397,-2.2065,0.7531
2.22,-0.9576,-1.2169,1.9304,-3.0718,0.8188,3.7525,-0.3503,0.0399,0.04,-0.1221,0.28997,-0.48379,-9.6069e-06,-0.39132,-9.0484e-07,-0.27605,0.00011783,7.0709e-05,4.959,0.91408,4.607,6.4847e-07,6.2863,1.2864e-06,5.392,0.004199,-0.0057325,4.1885,14.967,-12.082,-87.0,2.0054,12.0,0.14314,0.13708,-0.012803,4.1885,14.967,-12.082,-142.98,2.0054,64.35,0.14314,0.13708,-0.012803,-1.8415,-0.9001,3.5005,-4.0855,1.635,3.0234,-2.1912,0.7534
2.24,-0.9598,-1.2135,1.9246,-3.0718,0.8106,3.7525,-0.3519,0.0399,0.04,-0.040287,0.28692,-0.42985,-9.9382e-06,-0.3947,-1.0502e-06,-0.089083,0.0001906,5.7235e-05,3.9524,0.22829,4.3797,6.7542e-06,6.462,5.3347e-06,1.2403,0.0037531,6.0275e-05,3.3686,14.551,-12.276,-87.0,2.0709,12.0,0.13245,0.13914,-0.0056632,3.3686,14.551,-12.276,-142.48,2.0709,63.695,0.13245,0.13914,-0.0056632,-1.8551,-0.9016,3.4895,-4.0754,1.6224,3.0106,-2.1795,0.7535
2.26,-0.9605,-1.2102,1.9199,-3.0718,0.8028,3.7525,-0.351,0.0399,0.04,0.024552,0.27453,-0.37889,-1.0159e-05,-0.37871,-1.1658e-06,0.011493,0.0002348,6.991e-05,3.1066,-0.30594,3.9286,1.1345e-05,6.2696,-1.688e-07,-0.97847,0.002538,0.0012169,2.6494,14.252,-12.517,-87.0,2.1386,12.0,0.12739,0.14042,-0.0057741,2.6494,14.252,-12.517,-142.07,2.1386,63.186,0.12739,0.14042,-0.0057741,-1.8654,-0.9015,3.4799,-4.0675,1.6123,3.0013,-2.1715,0.7535
2.28,-0.9602,-1.2073,1.9162,-3.0718,0.7956,3.7525,-0.3491,0.0399,0.04,0.074735,0.25612,-0.33326,-1.0412e-05,-0.3499,-1.1718e-06,0.053886,0.00026129,7.6612e-05,2.3781,-0.66667,3.386,3.3429e-06,5.8158,2.3312e-06,-1.8973,0.0016877,0.00071944,2.0173,14.065,-12.77,-87.0,2.2007,12.0,0.12599,0.14209,-0.0069418,2.0173,14.065,-12.77,-141.76,2.2007,62.811,0.12599,0.14209,-0.0069418,-1.8733,-0.9003,3.4718,-4.0613,1.6042,2.9948,-2.1666,0.7533
2.3,-0.9589,-1.2047,1.9134,-3.0718,0.7892,3.7525,-0.347,0.0399,0.04,0.112,0.23473,-0.29374,-1.0492e-05,-0.31375,-1.1895e-06,0.060598,0.00028076,7.3668e-05,1.7388,-0.86885,2.8358,5.8326e-06,5.2028,1.1377e-05,-2.0199,0.0012388,1.0335e-05,1.4606,13.968,-13.014,-87.0,2.2539,12.0,0.12672,0.1437,-0.0073565,1.4606,13.968,-13.014,-141.51,2.2539,62.551,0.12672,0.1437,-0.0073565,-1.8793,-0.8984,3.4653,-4.0565,1.598,2.9906,-2.1642,0.7531
2.32,-0.9571,-1.2025,1.9114,-3.0718,0.7837,3.7525,-0.3452,0.0399,0.04,0.13776,0.21273,-0.26025,-1.0539e-05,-0.27445,-1.2003e-06,0.048131,0.00029843,6.5614e-05,1.1734,-0.94571,2.3215,4.1706e-06,4.5074,-6.2661e-06,-1.7166,0.0009787,-0.00043496,0.9706,13.94,-13.238,-87.0,2.2971,12.0,0.12846,0.14473,-0.0069963,0.9706,13.94,-13.238,-141.31,2.2971,62.383,0.12846,0.14473,-0.0069963,-1.8837,-0.8962,3.4602,-4.0528,1.5935,2.9881,-2.1636,0.7528
2.34,-0.9548,-1.2008,1.91,-3.0718,0.7791,3.7525,-0.3439,0.0399,0.04,0.15335,0.1918,-0.23228,-1.0543e-05,-0.23502,-1.2025e-06,0.027488,0.00031451,5.6749e-05,0.67653,-0.93313,1.8629,5.2305e-06,3.7916,-6.3679e-06,-1.233,0.00078592,-0.00059919,0.54323,13.959,-13.436,-87.0,2.3313,12.0,0.13053,0.14508,-0.0062741,0.54323,13.959,-13.436,-141.17,2.3313,62.284,0.13053,0.14508,-0.0062741,-1.887,-0.8939,3.4563,-4.05,1.5903,2.9869,-2.1643,0.7523
2.36,-0.9523,-1.1995,1.9091,-3.0718,0.7753,3.7525,-0.3431,0.0399,0.04,0.16009,0.17293,-0.20923,-1.0498e-05,-0.19748,-1.1847e-06,0.0053667,0.00032793,4.9518e-05,0.24819,-0.86489,1.4625,3.6984e-06,3.0944,-3.9348e-06,-0.71969,0.00057172,-0.00055618,0.17647,14.007,-13.608,-87.0,2.3575,12.0,0.13251,0.14486,-0.005508,0.17647,14.007,-13.608,-141.05,2.3575,62.237,0.13251,0.14486,-0.005508,-1.8893,-0.8918,3.4536,-4.0479,1.5882,2.9867,-2.1657,0.7519
2.38,-0.9498,-1.1985,1.9087,-3.0718,0.7724,3.7525,-0.3428,0.0399,0.04,0.15937,0.15661,-0.19049,-1.0449e-05,-0.16302,-1.2513e-06,-0.01465,0.00033777,4.4369e-05,-0.10919,-0.76724,1.1169,-1.0808e-06,2.4458,-8.0618e-06,-0.25624,0.00033475,-0.0004551,-0.12994,14.07,-13.754,-87.0,2.3772,12.0,0.1342,0.14431,-0.004892,-0.12994,14.07,-13.754,-140.97,2.3772,62.228,0.1342,0.14431,-0.004892,-1.8908,-0.8898,3.4519,-4.0465,1.5871,2.9871,-2.1676,0.7513
2.4,-0.9473,-1.1978,1.9086,-3.0718,0.7702,3.7525,-0.343,0.0399,0.04,0.15263,0.14295,-0.17557,-1.0386e-05,-0.13228,-1.0922e-06,-0.031041,0.00034357,4.1201e-05,-0.39357,-0.6591,0.81955,6.0658e-06,1.8609,-4.3336e-06,0.12348,0.00011341,-0.00033302,-0.37625,14.139,-13.876,-87.0,2.3918,12.0,0.13552,0.14368,-0.0044532,-0.37625,14.139,-13.876,-140.91,2.3918,62.246,0.13552,0.14368,-0.0044532,-1.8917,-0.8882,3.4509,-4.0455,1.5867,2.9881,-2.1697,0.7508
2.42,-0.945,-1.1974,1.9088,-3.0718,0.7686,3.7525,-0.3434,0.0399,0.04,0.14136,0.13184,-0.16408,-1.0409e-05,-0.10556,-1.0923e-06,-0.043476,0.00034574,3.9237e-05,-0.60453,-0.55233,0.56377,-3.5295e-06,1.3485,4.3947e-07,0.41199,-6.5443e-05,-0.00024782,-0.56357,14.208,-13.976,-87.0,2.4022,12.0,0.13648,0.14314,-0.0041715,-0.56357,14.208,-13.976,-140.88,2.4022,62.283,0.13648,0.14314,-0.0041715,-1.8919,-0.8869,3.4506,-4.0449,1.587,2.9893,-2.1719,0.7502
2.44,-0.943,-1.1971,1.9092,-3.0718,0.7675,3.7525,-0.3441,0.0399,0.04,0.127,0.12301,-0.15569,-1.0374e-05,-0.082821,-1.0891e-06,-0.052265,0.00034514,3.831e-05,-0.74449,-0.45399,0.34427,4.7667e-07,0.91035,1.5338e-06,0.61676,-0.00020642,-0.00016326,-0.69436,14.274,-14.055,-87.0,2.4093,12.0,0.13713,0.14274,-0.0039943,-0.69436,14.274,-14.055,-140.85,2.4093,62.333,0.13713,0.14274,-0.0039943,-1.8917,-0.8858,3.4508,-4.0447,1.5876,2.9908,-2.1741,0.7496
2.46,-0.9413,-1.1971,1.9097,-3.0718,0.7668,3.7525,-0.3449,0.0399,0.04,0.11087,0.11617,-0.15009,-1.0383e-05,-0.063915,-1.0761e-06,-0.05797,0.00034274,3.7851e-05,-0.81907,-0.36643,0.1584,-1.9661e-06,0.54723,8.7894e-07,0.75048,-0.00028751,-0.00011777,-0.77291,14.334,-14.115,-87.0,2.4135,12.0,0.13751,0.14252,-0.0039028,-0.77291,14.334,-14.115,-140.84,2.4135,62.391,0.13751,0.14252,-0.0039028,-1.8911,-0.885,3.4514,-4.0447,1.5886,2.9923,-2.1762,0.749
2.48,-0.9399,-1.1971,1.9104,-3.0718,0.7665,3.7525,-0.3457,0.0399,0.04,0.094181,0.11102,-0.14697,-1.0414e-05,-0.0486,-1.0558e-06,-0.061181,0.00033927,3.7691e-05,-0.83643,-0.29023,0.0035584,-2.1347e-06,0.25276,3.2538e-06,0.82628,-0.0003259,-8.4805e-05,-0.80525,14.389,-14.159,-87.0,2.4154,12.0,0.13766,0.14245,-0.0038539,-0.80525,14.389,-14.159,-140.84,2.4154,62.454,0.13766,0.14245,-0.0038539,-1.8901,-0.8843,3.4522,-4.0449,1.5897,2.9939,-2.1781,0.7485
2.5,-0.9389,-1.1972,1.911,-3.0718,0.7665,3.7525,-0.3467,0.0399,0.04,0.077908,0.10728,-0.14601,-1.045e-05,-0.036571,-1.0803e-06,-0.062405,0.00033612,3.7751e-05,-0.80662,-0.22421,-0.12064,-7.8368e-06,0.023451,1.7957e-06,0.85666,-0.00030074,-6.2711e-05,-0.79855,14.439,-14.187,-87.0,2.4151,12.0,0.13766,0.14252,-0.0038378,-0.79855,14.439,-14.187,-140.85,2.4151,62.518,0.13766,0.14252,-0.0038378,-1.889,-0.8839,3.4532,-4.0452,1.5909,2.9955,-2.1799,0.748
2.52,-0.9382,-1.1974,1.9117,-3.0718,0.7667,3.7525,-0.3476,0.0399,0.04,0.062828,0.10471,-0.14687,-1.0486e-05,-0.02754,-1.0948e-06,-0.062056,0.00033341,3.784e-05,-0.74048,-0.16711,-0.21599,-5.7046e-06,-0.14987,-1.5134e-07,0.85013,-0.00024351,-4.7955e-05,-0.7608,14.483,-14.202,-87.0,2.413,12.0,0.1375,0.14267,-0.0038319,-0.7608,14.483,-14.202,-140.86,2.413,62.58,0.1375,0.14267,-0.0038319,-1.8877,-0.8835,3.4543,-4.0456,1.5922,2.9969,-2.1815,0.7476
2.54,-0.9377,-1.1976,1.9123,-3.0718,0.7671,3.7525,-0.3484,0.0399,0.04,0.049488,0.10311,-0.14918,-1.0545e-05,-0.02115,-1.1111e-06,-0.060483,0.00033101,3.8082e-05,-0.64909,-0.11761,-0.28289,-8.4333e-06,-0.27158,-5.2969e-07,0.81481,-0.00021257,-3.7888e-05,-0.7002,14.521,-14.206,-87.0,2.4095,12.0,0.13724,0.14278,-0.0038461,-0.7002,14.521,-14.206,-140.88,2.4095,62.638,0.13724,0.14278,-0.0038461,-1.8864,-0.8833,3.4554,-4.046,1.5934,2.9983,-2.1829,0.7472
2.56,-0.9375,-1.1979,1.9129,-3.0718,0.7675,3.7525,-0.3492,0.0399,0.04,0.038227,0.10231,-0.15256,-1.0588e-05,-0.017069,-1.1388e-06,-0.05793,0.00032963,3.8377e-05,-0.54287,-0.074638,-0.32344,-4.398e-06,-0.34876,-1.0477e-07,0.7574,-0.00014267,-2.5816e-05,-0.62461,14.554,-14.2,-87.0,2.4048,12.0,0.13691,0.14291,-0.0038635,-0.62461,14.554,-14.2,-140.9,2.4048,62.691,0.13691,0.14291,-0.0038635,-1.8852,-0.8832,3.4564,-4.0464,1.5944,2.9994,-2.184,0.7469
2.58,-0.9375,-1.1981,1.9134,-3.0718,0.768,3.7525,-0.35,0.0399,0.04,0.029188,0.10217,-0.15663,-1.0589e-05,-0.01491,-1.155e-06,-0.054625,0.00032877,3.882e-05,-0.4311,-0.037612,-0.33981,-2.6852e-06,-0.38794,-2.1071e-06,0.68242,-0.00010039,-1.2316e-05,-0.54125,14.582,-14.187,-87.0,2.3993,12.0,0.13651,0.14298,-0.0038943,-0.54125,14.582,-14.187,-140.91,2.3993,62.736,0.13651,0.14298,-0.0038943,-1.884,-0.8831,3.4573,-4.0468,1.5954,3.0003,-2.1849,0.7467
2.6,-0.9377,-1.1984,1.9139,-3.0718,0.7685,3.7525,-0.3506,0.0399,0.04,0.022362,0.10256,-0.16106,-1.0613e-05,-0.01438,-1.1334e-06,-0.050781,0.00032865,3.9319e-05,-0.32111,-0.0063054,-0.33635,8.0427e-07,-0.39907,1.0623e-06,0.59466,-4.7943e-05,-2.6852e-06,-0.45624,14.604,-14.169,-87.0,2.3933,12.0,0.13607,0.143,-0.0039345,-0.45624,14.604,-14.169,-140.93,2.3933,62.773,0.13607,0.143,-0.0039345,-1.8829,-0.8831,3.4581,-4.0471,1.5962,3.0011,-2.1856,0.7465
2.62,-0.9379,-1.1986,1.9142,-3.0718,0.769,3.7525,-0.3511,0.0399,0.04,0.017617,0.10335,-0.16555,-1.0656e-05,-0.015129,-1.1529e-06,-0.046607,0.00032897,3.9966e-05,-0.21872,0.01969,-0.31618,-1.1208e-06,-0.38589,-2.3894e-06,0.49899,1.4377e-06,1.3338e-05,-0.3745,14.622,-14.147,-87.0,2.3872,12.0,0.1356,0.14298,-0.0039833,-0.3745,14.622,-14.147,-140.94,2.3872,62.803,0.1356,0.14298,-0.0039833,-1.8821,-0.8832,3.4588,-4.0474,1.5968,3.0016,-2.186,0.7465
2.64,-0.9383,-1.1988,1.9144,-3.0718,0.7695,3.7525,-0.3516,0.0399,0.04,0.014734,0.10445,-0.16985,-1.07e-05,-0.016835,-1.1631e-06,-0.042288,0.00032946,4.0652e-05,-0.12793,0.040233,-0.2836,-3.0012e-06,-0.35534,9.3132e-08,0.40033,3.0507e-05,1.9824e-05,-0.29972,14.635,-14.124,-87.0,2.3812,12.0,0.13515,0.1429,-0.0040454,-0.29972,14.635,-14.124,-140.95,2.3812,62.823,0.13515,0.1429,-0.0040454,-1.8814,-0.8833,3.4594,-4.0476,1.5972,3.0019,-2.1862,0.7464
2.66,-0.9387,-1.1991,1.9146,-3.0718,0.7699,3.7525,-0.3519,0.0399,0.04,0.013441,0.10574,-0.17376,-1.0699e-05,-0.019195,-1.1735e-06,-0.037996,0.0003301,4.1439e-05,-0.051085,0.055493,-0.24275,-2.977e-06,-0.31306,-1.1933e-06,0.30218,4.3877e-05,3.3042e-05,-0.23433,14.643,-14.1,-87.0,2.3756,12.0,0.13471,0.14279,-0.0041108,-0.23433,14.643,-14.1,-140.96,2.3756,62.837,0.13471,0.14279,-0.0041108,-1.8809,-0.8835,3.4598,-4.0477,1.5975,3.0021,-2.1863,0.7464
2.68,-0.9391,-1.1992,1.9146,-3.0718,0.7703,3.7525,-0.3521,0.0399,0.04,0.013439,0.10716,-0.17715,-1.0674e-05,-0.021986,-1.1685e-06,-0.033904,0.00033072,4.2233e-05,0.010755,0.065861,-0.1975,1.8847e-06,-0.26421,2.2643e-06,0.20861,6.014e-05,3.9801e-05,-0.17979,14.647,-14.077,-87.0,2.3706,12.0,0.13431,0.14266,-0.0041835,-0.17979,14.647,-14.077,-140.97,2.3706,62.843,0.13431,0.14266,-0.0041835,-1.8805,-0.8836,3.46,-4.0478,1.5977,3.0021,-2.1862,0.7464
2.7,-0.9394,-1.1994,1.9146,-3.0718,0.7705,3.7525,-0.3523,0.0399,0.04,0.014431,0.10861,-0.17995,-1.0671e-05,-0.024932,-1.1707e-06,-0.030143,0.00033127,4.3068e-05,0.057653,0.071619,-0.15079,1.0765e-06,-0.21134,-1.95e-07,0.12244,6.4928e-05,4.8808e-05,-0.13651,14.648,-14.057,-87.0,2.3664,12.0,0.13394,0.14252,-0.004258,-0.13651,14.648,-14.057,-140.97,2.3664,62.843,0.13394,0.14252,-0.004258,-1.8803,-0.8838,3.4602,-4.0479,1.5978,3.002,-2.186,0.7465
2.72,-0.9398,-1.1995,1.9146,-3.0718,0.7708,3.7525,-0.3523,0.0399,0.04,0.016131,0.11002,-0.18212,-1.0703e-05,-0.027876,-1.1815e-06,-0.026813,0.00033158,4.3794e-05,0.090639,0.073113,-0.10602,-3.7998e-06,-0.15957,1.3388e-07,0.046262,6.5053e-05,4.5882e-05,-0.10423,14.646,-14.039,-87.0,2.3629,12.0,0.13363,0.14238,-0.0043336,-0.10423,14.646,-14.039,-140.97,2.3629,62.839,0.13363,0.14238,-0.0043336,-1.8803,-0.884,3.4602,-4.0479,1.5977,3.0018,-2.1856,0.7466
2.74,-0.9401,-1.1996,1.9145,-3.0718,0.7709,3.7525,-0.3523,0.0399,0.04,0.018287,0.11135,-0.18368,-1.0665e-05,-0.030664,-1.1762e-06,-0.024004,0.00033187,4.4516e-05,0.11118,0.071246,-0.064874,3.0182e-06,-0.11047,2.2992e-07,-0.017938,7.5935e-05,5.0944e-05,-0.082128,14.642,-14.024,-87.0,2.3603,12.0,0.13337,0.14228,-0.0044006,-0.082128,14.642,-14.024,-140.97,2.3603,62.831,0.13337,0.14228,-0.0044006,-1.8803,-0.8842,3.4602,-4.0479,1.5976,3.0015,-2.1853,0.7466
2.76,-0.9404,-1.1997,1.9144,-3.0718,0.771,3.7525,-0.3522,0.0399,0.04,0.020682,0.11256,-0.18469,-1.0698e-05,-0.033184,-1.1638e-06,-0.021738,0.00033194,4.5094e-05,0.12127,0.066672,-0.029014,-2.6107e-06,-0.066369,6.9267e-07,-0.069726,5.6493e-05,4.9323e-05,-0.068907,14.636,-14.012,-87.0,2.3584,12.0,0.13317,0.14216,-0.0044601,-0.068907,14.636,-14.012,-140.97,2.3584,62.82,0.13317,0.14216,-0.0044601,-1.8804,-0.8843,3.4601,-4.0478,1.5975,3.0012,-2.1849,0.7467
2.78,-0.9406,-1.1997,1.9143,-3.0718,0.7711,3.7525,-0.3521,0.0399,0.04,0.023135,0.11361,-0.18519,-1.0666e-05,-0.03537,-1.1725e-06,-0.020031,0.00033176,4.5573e-05,0.12266,0.059899,0.0006631,8.1391e-07,-0.028259,1.3068e-06,-0.10866,4.1802e-05,4.6869e-05,-0.06338,14.63,-14.003,-87.0,2.3572,12.0,0.13303,0.14207,-0.0045104,-0.06338,14.63,-14.003,-140.97,2.3572,62.808,0.13303,0.14207,-0.0045104,-1.8806,-0.8845,3.4599,-4.0478,1.5973,3.0009,-2.1845,0.7468
2.8,-0.9408,-1.1997,1.9141,-3.0718,0.7711,3.7525,-0.352,0.0399,0.04,0.025506,0.11449,-0.18528,-1.0636e-05,-0.037168,-1.1856e-06,-0.01886,0.00033161,4.5898e-05,0.11741,0.051929,0.02438,2.3948e-06,0.0043936,-1.9674e-06,-0.13527,4.2125e-05,3.8823e-05,-0.063916,14.623,-13.997,-87.0,2.3567,12.0,0.13294,0.14203,-0.004551,-0.063916,14.623,-13.997,-140.97,2.3567,62.796,0.13294,0.14203,-0.004551,-1.8808,-0.8846,3.4597,-4.0477,1.5971,3.0006,-2.1841,0.7469
2.82,-0.9409,-1.1998,1.914,-3.0718,0.771,3.7525,-0.3518,0.0399,0.04,0.027693,0.1152,-0.18504,-1.0669e-05,-0.038588,-1.183e-06,-0.01818,0.00033139,4.6135e-05,0.10744,0.043111,0.0411,-1.1222e-06,0.02788,-7.5961e-07,-0.15091,3.3504e-05,3.1655e-05,-0.069139,14.616,-13.994,-87.0,2.3566,12.0,0.1329,0.142,-0.0045819,-0.069139,14.616,-13.994,-140.96,2.3566,62.783,0.1329,0.142,-0.0045819,-1.881,-0.8848,3.4596,-4.0476,1.5969,3.0003,-2.1837,0.747
2.84,-0.941,-1.1998,1.9139,-3.0718,0.771,3.7525,-0.3516,0.0399,0.04,0.02963,0.11573,-0.18456,-1.0642e-05,-0.039643,-1.1565e-06,-0.017933,0.00033112,4.6257e-05,0.094359,0.034296,0.052261,2.4272e-06,0.045809,7.9744e-07,-0.15676,3.53e-05,2.5215e-05,-0.077646,14.609,-13.993,-87.0,2.357,12.0,0.13288,0.142,-0.0046005,-0.077646,14.609,-13.993,-140.96,2.357,62.772,0.13288,0.142,-0.0046005,-1.8812,-0.8848,3.4594,-4.0476,1.5967,3.0,-2.1834,0.747
2.86,-0.9411,-1.1997,1.9138,-3.0718,0.7709,3.7525,-0.3515,0.0399,0.04,0.031276,0.11611,-0.18391,-1.0632e-05,-0.040351,-1.1535e-06,-0.018042,0.00033085,4.6282e-05,0.079609,0.02582,0.058299,-5.3769e-07,0.057245,1.1845e-06,-0.15412,2.2331e-05,1.673e-05,-0.088209,14.603,-13.994,-87.0,2.3577,12.0,0.13292,0.142,-0.0046115,-0.088209,14.603,-13.994,-140.96,2.3577,62.761,0.13292,0.142,-0.0046115,-1.8814,-0.8849,3.4592,-4.0475,1.5966,2.9998,-2.1831,0.7471
2.88,-0.9411,-1.1997,1.9137,-3.0718,0.7708,3.7525,-0.3513,0.0399,0.04,0.03262,0.11636,-0.18317,-1.0642e-05,-0.040751,-1.1564e-06,-0.018428,0.00033061,4.6239e-05,0.064373,0.018074,0.060293,-1.012e-06,0.064406,1.5454e-06,-0.14549,1.9238e-05,1.1603e-05,-0.099786,14.598,-13.996,-87.0,2.3586,12.0,0.13296,0.14202,-0.0046123,-0.099786,14.598,-13.996,-140.96,2.3586,62.752,0.13296,0.14202,-0.0046123,-1.8816,-0.885,3.459,-4.0474,1.5964,2.9996,-2.1829,0.7471
2.9,-0.9411,-1.1997,1.9136,-3.0718,0.7707,3.7525,-0.3512,0.0399,0.04,0.033664,0.11648,-0.18239,-1.0603e-05,-0.040896,-1.1561e-06,-0.019014,0.00033042,4.6158e-05,0.049483,0.011337,0.058781,1.0257e-06,0.066549,-8.4401e-08,-0.13209,1.4302e-05,8.9934e-06,-0.1116,14.594,-13.999,-87.0,2.3596,12.0,0.13303,0.14205,-0.0046068,-0.1116,14.594,-13.999,-140.95,2.3596,62.744,0.13303,0.14205,-0.0046068,-1.8818,-0.885,3.4589,-4.0474,1.5963,2.9994,-2.1827,0.7471
2.92,-0.9411,-1.1997,1.9135,-3.0718,0.7707,3.7525,-0.351,0.0399,0.04,0.034427,0.11651,-0.18163,-1.062e-05,-0.04083,-1.1787e-06,-0.019731,0.0003302,4.5994e-05,0.035639,0.0055239,0.054577,1.6663e-06,0.064922,-2.1537e-07,-0.11585,1.0198e-05,1.8212e-06,-0.12299,14.59,-14.002,-87.0,2.3606,12.0,0.1331,0.14208,-0.0045976,-0.12299,14.59,-14.002,-140.95,2.3606,62.738,0.1331,0.14208,-0.0045976,-1.882,-0.885,3.4587,-4.0473,1.5962,2.9993,-2.1826,0.7471
2.94,-0.941,-1.1997,1.9135,-3.0718,0.7706,3.7525,-0.3509,0.0399,0.04,0.034938,0.11646,-0.18091,-1.0635e-05,-0.040613,-1.1704e-06,-0.020522,0.00032998,4.5836e-05,0.02334,0.00091568,0.048776,-1.4347e-06,0.061078,-4.482e-07,-0.09777,5.1514e-06,-1.8019e-06,-0.13343,14.588,-14.006,-87.0,2.3616,12.0,0.13318,0.14211,-0.0045854,-0.13343,14.588,-14.006,-140.95,2.3616,62.733,0.13318,0.14211,-0.0045854,-1.8821,-0.885,3.4586,-4.0473,1.5961,2.9992,-2.1825,0.7472
