time,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_cmd_8,tau_cmd_9,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
3.82,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033141,0.11539,-0.17891,-1.0637e-05,-0.037293,-1.1696e-06,-0.024843,0.00033076,4.4929e-05,0.00011921,-1.1921e-05,-0.00014603,-1.135e-07,-7.8231e-06,-9.5461e-07,0.00024512,2.2119e-07,8.6911e-07,-0.15855,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044921,-0.15855,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044921,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.84,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033143,0.11539,-0.17891,-1.0636e-05,-0.037294,-1.166e-06,-0.024836,0.00033077,4.4921e-05,0.00013933,-2.7567e-05,-5.6624e-05,-2.4632e-06,-4.6939e-05,-1.6298e-07,0.00020601,2.2119e-07,2.874e-08,-0.15852,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004492,-0.15852,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004492,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.86,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.11539,-0.17891,-1.0625e-05,-0.037295,-1.1525e-06,-0.02483,0.00033078,4.4918e-05,0.00013448,2.2352e-05,-1.1921e-05,-4.673e-07,-0.00010207,2.2468e-06,0.00021216,8.7603e-07,-2.0009e-08,-0.15851,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044918,-0.15851,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044918,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.88,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033148,0.11539,-0.17891,-1.0624e-05,-0.037301,-1.144e-06,-0.024827,0.00033078,4.4926e-05,7.4506e-05,2.0117e-05,2.5332e-05,8.9785e-07,-0.00017285,3.3207e-06,0.00015441,-9.3714e-07,-1.728e-07,-0.15855,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044928,-0.15855,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044928,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.9,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033148,0.1154,-0.17891,-1.0634e-05,-0.037297,-1.1556e-06,-0.024821,0.00033079,4.4926e-05,3.3528e-05,3.8743e-05,0.00011921,-1.3101e-06,3.9488e-05,3.1141e-07,-9.2573e-05,1.7259e-06,-3.296e-07,-0.15857,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004493,-0.15857,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004493,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.92,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033148,0.1154,-0.17891,-1.0654e-05,-0.0373,-1.1589e-06,-0.024823,0.00033078,4.4922e-05,-4.0606e-05,5.6624e-05,0.00016689,-1.9987e-06,-3.5018e-05,1.2369e-06,3.7253e-06,-8.0327e-07,-1.6909e-06,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044939,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044939,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
3.94,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033147,0.1154,-0.1789,-1.063e-05,-0.037303,-1.1504e-06,-0.024819,0.00033078,4.4929e-05,-4.5821e-05,4.3958e-05,0.00018924,1.7193e-06,8.6427e-05,4.5693e-07,-0.00011623,-5.2678e-07,2.161e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044927,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044927,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.96,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0631e-05,-0.037301,-1.1451e-06,-0.024819,0.00033078,4.4916e-05,-6.7428e-05,2.9057e-05,0.0001058,-5.3478e-07,-1.6019e-05,9.1677e-07,-9.8906e-05,-9.6043e-08,9.0949e-08,-0.15865,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044916,-0.15865,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044916,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
3.98,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0627e-05,-0.037304,-1.1723e-06,-0.024819,0.00033077,4.4927e-05,-6.2212e-05,-6.7055e-06,7.4506e-06,4.1523e-06,-5.886e-05,-6.9849e-07,-8.5309e-05,-2.5e-06,9.5461e-07,-0.15866,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044918,-0.15866,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044918,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.0,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0615e-05,-0.037301,-1.1621e-06,-0.024819,0.00033077,4.4923e-05,-1.9372e-05,-5.7369e-05,-5.5134e-05,-3.4688e-07,-3.6508e-05,1.135e-07,-0.000103,4.4238e-07,3.9072e-07,-0.15864,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044919,-0.15864,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044919,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.02,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0633e-05,-0.037301,-1.1532e-06,-0.024825,0.00033078,4.4923e-05,1.2666e-05,-1.6391e-05,-5.9605e-05,-6.431e-07,6.929e-05,2.0955e-07,5.1782e-05,5.6752e-07,1.3861e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044922,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044922,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.04,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.062e-05,-0.0373,-1.1529e-06,-0.024823,0.00033076,4.4927e-05,3.7253e-05,-3.3528e-05,-0.00011474,5.4179e-07,-2.3842e-05,7.7707e-07,-8.0094e-06,-2.0402e-06,5.668e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044921,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044921,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.06,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.17891,-1.0624e-05,-0.037301,-1.1589e-06,-0.024827,0.00033077,4.4921e-05,2.645e-05,-2.8312e-05,-0.00011176,3.4463e-06,-8.1956e-06,1.9209e-07,0.00015013,2.1973e-06,1.9827e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044919,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044919,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.08,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.17891,-1.0645e-05,-0.037299,-1.1498e-06,-0.024827,0.00033079,4.4917e-05,2.3097e-05,1.1921e-05,-2.3842e-05,-1.2992e-06,6.0722e-05,9.6625e-07,0.00016075,2.4447e-07,-4.8676e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13354,0.14231,-0.0044921,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13354,0.14231,-0.0044921,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.1,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0628e-05,-0.037298,-1.1642e-06,-0.024826,0.00033078,4.4922e-05,-2.943e-05,3.5018e-05,0.00010878,3.3937e-06,8.4937e-05,-6.0827e-07,3.6322e-05,-2.0082e-07,-2.4738e-08,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044923,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044923,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.12,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0634e-05,-0.037298,-1.1657e-06,-0.024821,0.00033077,4.4919e-05,-3.3155e-05,1.9372e-05,9.9838e-05,2.7492e-06,1.9744e-05,9.9535e-07,-4.3027e-05,-8.5565e-07,-1.0292e-06,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044929,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044929,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.14,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0644e-05,-0.037301,-1.1582e-06,-0.024822,0.00033078,4.4929e-05,2.0862e-05,-1.4901e-06,-3.1292e-05,2.0562e-06,-4.3213e-05,1.592e-06,-6.8359e-05,7.5088e-07,8.12e-07,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044921,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044921,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.16,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0629e-05,-0.0373,-1.1612e-06,-0.024824,0.00033078,4.4934e-05,2.0489e-05,-2.1607e-05,-5.2154e-05,9.6743e-07,-7.0781e-05,-3.085e-07,-1.4156e-05,4.1036e-07,9.5133e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044924,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044924,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.18,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0623e-05,-0.037299,-1.1627e-06,-0.024824,0.00033078,4.4943e-05,4.2841e-05,3.7253e-06,-4.6194e-05,1.9118e-06,1.5274e-05,-4.773e-07,4.6566e-06,9.0804e-07,9.5715e-07,-0.15859,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044933,-0.15859,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044933,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.2,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0634e-05,-0.037298,-1.1618e-06,-0.024824,0.00033077,4.4928e-05,-3.7998e-05,1.4156e-05,0.00010133,2.4948e-06,1.8626e-05,-5.9663e-07,1.1548e-05,-2.337e-06,-5.8935e-08,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044929,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044929,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.22,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0658e-05,-0.037301,-1.141e-06,-0.024822,0.00033078,4.4919e-05,-3.7625e-05,9.6858e-06,3.2783e-05,-2.7676e-07,8.1956e-05,3.085e-07,-2.794e-06,-1.7753e-07,-1.6109e-06,-0.15864,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044935,-0.15864,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044935,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.24,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0638e-05,-0.0373,-1.1613e-06,-0.024822,0.00033077,4.4924e-05,-9.6858e-06,-8.1956e-06,-7.1526e-05,1.8013e-06,-1.8626e-05,-1.8685e-06,-8.5682e-06,-5.9372e-07,-4.4602e-07,-0.15864,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044929,-0.15864,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044929,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.26,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0648e-05,-0.037297,-1.1679e-06,-0.024826,0.00033078,4.4917e-05,1.8254e-05,-3.7998e-05,-8.1956e-05,-1.5408e-06,-6.6683e-05,2.9104e-07,4.2841e-05,1.0623e-06,-5.7917e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044923,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044923,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.28,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.17891,-1.063e-05,-0.0373,-1.1642e-06,-0.024824,0.00033077,4.493e-05,1.7881e-05,-1.1921e-05,-2.2352e-05,5.4724e-07,3.7253e-06,6.8685e-07,5.6438e-05,-4.3074e-07,8.6038e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044921,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044921,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.3,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.17891,-1.0623e-05,-0.037301,-1.1661e-06,-0.024823,0.00033077,4.4934e-05,3.4645e-05,-4.4703e-06,-1.4901e-06,8.3674e-08,2.7567e-05,-8.5856e-07,-4.4703e-06,9.0222e-08,1.2813e-06,-0.15859,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044922,-0.15859,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044922,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.32,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.17891,-1.063e-05,-0.037299,-1.1552e-06,-0.024821,0.00033078,4.4925e-05,-7.8231e-06,3.1292e-05,0.00010878,2.0648e-06,0.0001166,6.6357e-07,-6.0163e-05,3.5798e-07,-1.2737e-06,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044938,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044938,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.34,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0628e-05,-0.037299,-1.1598e-06,-0.024819,0.00033078,4.4926e-05,-1.8254e-05,4.8429e-05,0.0001356,1.6791e-06,2.7195e-05,7.7416e-07,-9.3319e-05,-2.4156e-07,1.5782e-06,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004491,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004491,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.36,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0631e-05,-0.037301,-1.1655e-06,-0.024819,0.00033077,4.4933e-05,-5.9605e-06,-5.2154e-06,-2.2352e-05,1.1451e-06,-5.0664e-05,-9.7789e-07,-0.00011325,-2.6484e-07,7.3887e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044925,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044925,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.38,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0618e-05,-0.037301,-1.1552e-06,-0.024824,0.00033078,4.4921e-05,-4.2096e-05,2.9802e-06,-1.0431e-05,1.2932e-06,-4.7684e-05,-4.482e-07,-5.4017e-06,3.2305e-07,-1.115e-06,-0.15865,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044933,-0.15865,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044933,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.4,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0645e-05,-0.037303,-1.1575e-06,-0.024825,0.00033079,4.4935e-05,-4.0978e-06,0.0,-4.4703e-05,-3.4415e-06,7.3761e-05,9.6043e-07,4.5449e-05,1.202e-06,1.4628e-06,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004492,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004492,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.42,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0624e-05,-0.0373,-1.1688e-06,-0.024823,0.00033077,4.4935e-05,-4.8429e-06,9.6858e-06,2.3842e-05,-5.7935e-08,0.00015236,-2.4913e-06,5.5879e-07,-1.1467e-06,9.7862e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044925,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044925,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.44,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0634e-05,-0.037297,-1.1755e-06,-0.024823,0.00033078,4.4943e-05,4.4703e-06,8.1956e-06,7.3016e-05,3.0968e-07,9.9093e-05,-1.6065e-06,-3.3528e-06,6.9267e-07,1.321e-06,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004493,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004493,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.46,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0638e-05,-0.037301,-1.1559e-06,-0.024818,0.00033077,4.4919e-05,4.5449e-05,-2.6822e-05,-5.5134e-05,1.8194e-06,-5.6997e-05,1.9703e-06,-0.00011176,7.858e-08,-7.8981e-07,-0.15859,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044927,-0.15859,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044927,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.48,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0649e-05,-0.037299,-1.1682e-06,-0.02482,0.00033078,4.4938e-05,2.9802e-06,4.2468e-05,9.5367e-05,4.9668e-07,9.9838e-05,-1.1642e-07,-9.2201e-05,3.6671e-07,3.4233e-07,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044935,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044935,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.5,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0617e-05,-0.037297,-1.1582e-06,-0.024823,0.00033078,4.4931e-05,4.8429e-06,-2.3097e-05,-1.4901e-06,4.0558e-06,-0.0001464,6.3155e-07,3.9116e-06,9.7498e-07,3.0341e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044928,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044928,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.52,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.061e-05,-0.037301,-1.1697e-06,-0.024826,0.00033077,4.493e-05,-2.3097e-05,7.4506e-07,-2.3842e-05,-6.9213e-08,-6.929e-05,-1.9179e-06,4.34e-05,-6.6939e-07,-8.24e-07,-0.15864,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044939,-0.15864,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044939,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.54,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0636e-05,-0.037302,-1.1511e-06,-0.024825,0.00033077,4.4929e-05,-2.7195e-05,4.4703e-06,-3.4273e-05,5.9081e-07,-2.1607e-05,1.4639e-06,3.5577e-05,1.8335e-07,1.5716e-06,-0.15864,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044914,-0.15864,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044914,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.56,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0617e-05,-0.037297,-1.1756e-06,-0.024829,0.00033077,4.4925e-05,-4.9174e-05,-2.0862e-05,-4.1723e-05,2.5558e-06,1.4156e-05,-1.0332e-06,0.00020117,-1.1903e-06,9.0149e-07,-0.15866,14.591,-14.024,-87.0,2.3648,12.0,0.13354,0.14231,-0.0044916,-0.15866,14.591,-14.024,-140.95,2.3648,62.735,0.13354,0.14231,-0.0044916,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.58,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033143,0.1154,-0.1789,-1.0637e-05,-0.0373,-1.16e-06,-0.024826,0.00033078,4.4926e-05,-2.6822e-05,-1.4901e-05,-7.0035e-05,1.1389e-06,-3.688e-05,-8.3528e-07,9.5554e-05,-1.0448e-06,1.8652e-06,-0.15865,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044907,-0.15865,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044907,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.6,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.17891,-1.0621e-05,-0.037299,-1.1582e-06,-0.024825,0.00033076,4.4921e-05,4.6194e-05,-1.8626e-05,-5.5134e-05,1.7099e-08,4.1351e-05,9.3132e-08,5.5321e-05,-2.372e-06,6.4683e-07,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044915,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044915,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.62,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.17891,-1.0613e-05,-0.037301,-1.1563e-06,-0.024824,0.00033078,4.4919e-05,3.1292e-05,1.9372e-05,0.0,2.388e-06,2.6077e-06,3.085e-07,7.4506e-07,6.3446e-07,-3.3142e-07,-0.15859,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044923,-0.15859,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044923,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.64,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.17891,-1.0641e-05,-0.037296,-1.1688e-06,-0.024821,0.00033077,4.4936e-05,6.5193e-05,1.2666e-05,1.3411e-05,-2.6147e-06,8.9407e-05,-9.5752e-07,-4.8615e-05,-8.5565e-07,1.1561e-06,-0.15857,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044924,-0.15857,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044924,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
