Wall time,Step,Value
1750789888.4291716,150,0.43288546800613403
1750789892.743193,300,0.10404056310653687
1750789897.8017066,450,0.007475520949810743
1750789903.4290202,600,0.02860225737094879
1750789909.4309387,750,0.04303399473428726
1750789915.5890586,900,0.09140355885028839
1750789921.9908879,1050,0.09032098948955536
1750789928.831114,1200,0.1654161810874939
1750789935.5898192,1350,0.2603684961795807
1750789942.5023077,1500,0.2883264720439911
1750789949.2761254,1650,0.6089748740196228
1750789956.1232095,1800,0.5369341373443604
1750789962.8898926,1950,0.5622696280479431
1750789969.6627774,2100,0.538283109664917
1750789978.1896255,2250,0.5726390480995178
1750789987.5342429,2400,0.5998045206069946
1750789996.8347578,2550,0.5933242440223694
1750790006.1473668,2700,0.5537126064300537
1750790015.4347422,2850,0.5245187878608704
1750790024.7825682,3000,0.4239228665828705
1750790034.091799,3150,0.3877703547477722
1750790043.4484878,3300,0.3344734311103821
1750790052.776319,3450,0.2583537995815277
1750790062.0966427,3600,0.20726536214351654
1750790071.2859187,3750,0.19091586768627167
1750790080.4172158,3900,0.15258829295635223
1750790089.4920192,4050,0.1271659880876541
1750790098.6392407,4200,0.14228932559490204
1750790107.7410426,4350,0.14459660649299622
1750790116.8896363,4500,0.14142842590808868
1750790125.916312,4650,0.12458833307027817
1750790134.979866,4800,0.0969875380396843
1750790143.8336391,4950,0.09065533429384232
1750790152.5860662,5100,0.09089554101228714
1750790161.2983692,5250,0.07174404710531235
1750790170.2501118,5400,0.06412827968597412
1750790179.1479993,5550,0.06342440843582153
1750790187.8938324,5700,0.06524830311536789
1750790196.93362,5850,0.06879300624132156
1750790206.1967301,6000,0.05687829852104187
1750790215.4871793,6150,0.04603175073862076
1750790224.5836873,6300,0.043497439473867416
1750790233.4996219,6450,0.03590117394924164
1750790242.4850614,6600,0.03299039229750633
1750790251.2422533,6750,0.027285370975732803
1750790259.9947004,6900,0.02686889097094536
1750790268.7366,7050,0.02169831655919552
1750790277.658086,7200,0.022603807970881462
1750790286.5386038,7350,0.023983515799045563
1750790295.416805,7500,0.022543856874108315
1750790304.326861,7650,0.026109278202056885
1750790313.3166256,7800,0.023547682911157608
1750790322.2222042,7950,0.02170715667307377
1750790331.1492045,8100,0.023822637274861336
1750790340.1495209,8250,0.022004999220371246
1750790349.3568401,8400,0.021992934867739677
1750790358.4791892,8550,0.01845237985253334
1750790367.4996448,8700,0.01703520119190216
1750790376.5770423,8850,0.01846582256257534
1750790385.8084838,9000,0.019853811711072922
1750790394.8959882,9150,0.018908997997641563
1750790404.0361693,9300,0.022156188264489174
1750790413.1453764,9450,0.0217448677867651
1750790422.4954967,9600,0.019215349107980728
1750790431.776102,9750,0.018065324053168297
1750790441.1746733,9900,0.01826762966811657
1750790450.612097,10050,0.017469637095928192
1750790460.175825,10200,0.01842135190963745
1750790469.6030512,10350,0.01576271466910839
1750790479.029015,10500,0.016022689640522003
1750790488.4451823,10650,0.01537758857011795
1750790497.986801,10800,0.014977619051933289
1750790507.3924751,10950,0.016984758898615837
1750790516.8104715,11100,0.017492277547717094
1750790526.2037692,11250,0.016843324527144432
1750790535.806638,11400,0.027231507003307343
1750790545.3817742,11550,0.023408982902765274
1750790554.8255558,11700,0.023006556555628777
1750790564.3044193,11850,0.025416003540158272
1750790573.9005387,12000,0.02720531076192856
1750790583.4112957,12150,0.02283734269440174
1750790592.796116,12300,0.021917734295129776
1750790602.1814706,12450,0.01817060261964798
1750790611.6723852,12600,0.018778113648295403
1750790621.0408914,12750,0.01654484122991562
1750790630.4097319,12900,0.015490506775677204
1750790639.7298663,13050,0.01574515551328659
1750790649.1236303,13200,0.01729070581495762
1750790658.3065848,13350,0.01649775169789791
1750790667.3972702,13500,0.016216838732361794
1750790676.3855038,13650,0.016848985105752945
1750790685.370871,13800,0.016046592965722084
1750790694.263347,13950,0.01903950236737728
1750790703.1105719,14100,0.015325960703194141
1750790711.9670348,14250,0.014508790336549282
1750790720.9214602,14400,0.013794580474495888
1750790729.7882013,14550,0.013530840165913105
1750790738.5970035,14700,0.01335983257740736
1750790747.412006,14850,0.015200680121779442
1750790756.2541375,15000,0.014735903590917587
