Timestep,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
0,0.021235,-0.559573,-0.037263,-2.826768,-0.051601,3.060515,0.793173,0.039963,0.040000,0.557532,0.612698,-1.716279,-1.282275,-2.610002,0.551976,2.573857,-0.001756,0.000503,-37.122387,27.117134,-1.374590,-65.216240,0.000048,-7.018268,-0.200748,0.113726,0.034040,-15.860176,48.000000,-48.000000,-48.000000,-12.000000,-3.979551,12.000000,0.328446,-0.016230,-15.860176,95.321991,-112.093185,-68.347610,-54.559868,-3.979551,23.771830,0.328446,-0.016230,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.031157,-0.536592,-0.078647,-2.866509,-0.103575,3.095243,0.845379,0.039978,0.040000,-0.023015,1.499290,-1.837178,-2.170238,-2.610002,1.209969,2.594900,0.000940,0.000605,-35.626835,50.935966,-1.193070,-11.452341,-19.917416,-68.310966,-1.510072,0.066714,0.079464,-11.872995,48.000000,-48.000000,-47.488659,-12.000000,-5.669504,12.000000,0.042490,0.022816,-11.872995,66.458710,-107.475899,-47.488659,-26.131927,-5.669504,16.401283,0.042490,0.022816,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.036310,-0.495727,-0.122123,-2.909641,-0.155233,3.107361,0.897549,0.040000,0.039962,0.323474,2.174373,-2.174887,-2.174078,-2.473685,0.125042,2.601788,0.005685,-0.002045,0.647429,1.534986,-0.073719,-7.373929,0.829887,-84.601067,2.850485,0.060126,-0.069999,4.275873,46.760403,-48.000000,-11.853164,-12.000000,-3.756875,12.000000,-0.508371,0.168210,4.275873,46.760403,-100.080093,-11.853164,-25.344936,-3.756875,20.124535,-0.508371,0.168210,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.048041,-0.452136,-0.165677,-2.952041,-0.203157,3.100479,0.949010,0.040000,0.039870,0.937093,2.174998,-2.175002,-2.049093,-2.058703,-0.122861,2.483554,0.007120,-0.003697,24.892599,0.000095,0.000024,5.356789,-12.771726,-1.588456,7.930112,0.034309,0.072581,15.009876,28.767746,-48.000000,13.802338,-12.000000,2.007819,12.000000,-0.677650,0.616419,15.009876,28.767746,-89.601456,13.802338,-36.205406,2.007819,30.806694,-0.677650,0.616419,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.067201,-0.408505,-0.209233,-2.991115,-0.254806,3.097322,1.001207,0.040000,0.039838,1.107137,2.175003,-2.175001,-1.746528,-2.591399,0.063002,2.606297,0.003713,-0.000750,11.478233,0.000238,0.000048,15.309298,-2.483773,4.341950,0.010562,-0.207211,0.125118,6.796155,17.294163,-48.000000,25.805309,-12.000000,3.730818,12.000000,-0.578558,0.507444,6.796155,17.294163,-86.563705,25.805309,-40.600784,3.730818,31.324371,-0.578558,0.507444,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.089782,-0.364853,-0.252774,-3.021960,-0.306621,3.096861,1.053408,0.040000,0.039849,1.192085,2.175005,-2.175002,-1.220554,-2.587987,0.141104,2.605734,0.002662,0.000636,3.690267,0.000095,0.000048,26.844227,-0.046253,2.100096,0.014329,-0.038409,0.036256,1.486982,8.656189,-48.000000,35.528168,-12.000000,4.536718,12.000000,-0.304639,0.289907,1.486982,8.656189,-83.671021,35.528168,-41.606327,4.536718,30.791702,-0.304639,0.289907,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.115122,-0.321183,-0.296329,-3.040568,-0.358385,3.099744,1.105609,0.040000,0.039864,1.357922,2.175013,-2.175001,-0.533372,-2.585430,0.308258,2.605355,0.001769,0.001009,7.368648,0.000381,0.000048,34.749889,-0.150871,3.216296,0.035095,-0.052583,0.049625,1.422898,4.068645,-48.000000,41.568069,-12.000000,5.233663,12.000000,-0.229441,0.241522,1.422898,4.068645,-76.571434,41.568069,-43.249619,5.233663,31.786795,-0.229441,0.241522,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.145681,-0.277523,-0.339893,-3.044718,-0.410186,3.101673,1.157809,0.040000,0.039882,1.673043,2.175020,-2.175003,0.192977,-2.586318,0.186759,2.605597,0.000864,0.001013,13.317251,0.000358,-0.000119,34.772648,-0.115466,1.725896,0.029945,-0.048928,0.038859,2.925436,4.736359,-48.000000,40.420994,-12.000000,4.904715,12.000000,-0.135310,0.195506,2.925436,4.736359,-66.365204,40.420994,-43.684635,4.904715,33.375843,-0.135310,0.195506,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.182460,-0.233904,-0.383452,-3.035815,-0.462103,3.096605,1.210011,0.040000,0.039909,1.951346,2.175026,-2.175001,0.745044,-2.591765,-0.206867,2.606669,0.000330,0.001111,10.013950,0.000548,-0.000024,24.170452,-0.011945,3.095900,0.011301,-0.020332,0.015137,2.261807,6.955155,-48.000000,31.181011,-12.000000,3.624356,12.000000,-0.053320,0.112564,2.261807,6.955155,-55.938934,31.181011,-41.402390,3.624356,33.979630,-0.053320,0.112564,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.222061,-0.190332,-0.426996,-3.018582,-0.514139,3.083598,1.262213,0.039998,0.039951,1.971372,2.175024,-2.175002,1.025213,-2.598597,-0.572518,2.608024,0.000634,0.001296,-2.875841,0.000572,-0.000024,10.263151,0.045776,8.091277,-0.001121,0.013327,-0.007210,-1.030881,6.917655,-47.923134,20.346367,-12.000000,2.273165,12.000000,-0.044259,-0.001226,-1.030881,6.917655,-47.923134,20.346367,-36.500938,2.273165,32.123180,-0.044259,-0.001226,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.260790,-0.146778,-0.470538,-2.997565,-0.566216,3.067092,1.314415,0.039998,0.039990,1.874131,2.175018,-2.175000,1.137395,-2.602064,-0.668110,2.608694,0.000863,0.001107,-7.511890,-0.000215,0.000119,2.909970,0.005770,13.600004,0.003386,0.025839,-0.004869,-2.636631,4.886830,-39.617325,14.664072,-12.000000,1.758980,12.000000,-0.051666,-0.060871,-2.636631,4.886830,-39.617325,14.664072,-32.074276,1.758980,29.349371,-0.051666,-0.060871,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.297701,-0.103225,-0.514081,-2.974893,-0.618294,3.051030,1.366618,0.040000,0.040000,1.781455,2.175014,-2.175004,1.197363,-2.603064,-0.605222,2.608825,0.001196,0.000832,-6.945956,-0.000262,-0.000215,0.992882,-0.035501,15.449184,0.007749,0.013439,0.009121,-2.696668,3.534729,-29.690098,12.957418,-12.000000,1.672145,12.000000,-0.106162,-0.074096,-2.696668,3.534729,-29.690098,12.957418,-29.411644,1.672145,26.930809,-0.106162,-0.074096,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.332853,-0.059672,-0.557624,-2.951180,-0.670380,3.036351,1.418820,0.040000,0.040000,1.695331,2.175004,-2.175003,1.241911,-2.603634,-0.539787,2.608804,0.001568,0.001244,-6.538200,-0.000358,-0.000262,0.346088,-0.035238,14.516247,0.002217,0.018590,0.020743,-2.668252,3.881602,-18.501438,12.150766,-12.000000,1.553599,12.000000,-0.138165,-0.103652,-2.668252,3.881602,-18.501438,12.150766,-27.577063,1.553599,24.563137,-0.138165,-0.103652,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.366069,-0.016116,-0.601160,-2.926821,-0.722473,3.023877,1.471022,0.040000,0.040000,1.590977,2.174999,-2.175001,1.266417,-2.604299,-0.427976,2.608727,0.001791,0.001450,-7.023585,-0.000167,0.000048,-0.259209,-0.045276,13.500607,-0.003338,0.013206,0.007356,-3.085519,5.787722,-6.314747,11.451101,-12.000000,1.440961,12.000000,-0.165934,-0.137602,-3.085519,5.787722,-6.314747,11.451101,-25.638325,1.440961,21.642195,-0.165934,-0.137602,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.377310,0.027439,-0.622654,-2.901731,-0.774543,3.013041,1.523223,0.040000,0.040000,0.315898,2.175004,-0.792784,1.316411,-2.603256,-0.366927,2.608882,0.001845,0.001826,-13.508996,0.000072,17.773426,1.713181,-0.034571,10.891783,0.014210,-0.059046,0.022531,0.806146,9.308497,1.178596,11.279421,-12.000000,1.656093,12.000000,-0.243584,-0.160117,0.806146,9.308497,1.178596,11.279421,-23.502266,1.656093,17.989618,-0.243584,-0.160117,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.373652,0.070991,-0.626077,-2.874570,-0.826593,3.003205,1.575424,0.040000,0.040000,-0.176845,2.175003,-0.106208,1.451590,-2.602579,-0.319517,2.609071,0.001691,0.000966,3.941765,-0.000024,4.293343,5.298603,-0.048995,10.417933,0.016427,-0.000276,-0.002283,2.990208,11.527038,2.701223,13.366785,-12.000000,1.937150,12.000000,-0.169336,-0.098857,2.990208,11.527038,2.701223,13.366785,-19.191784,1.937150,14.937469,-0.169336,-0.098857,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.349099,0.114544,-0.605335,-2.844354,-0.878720,2.987103,1.627625,0.040000,0.040000,-1.130839,2.175004,0.932049,1.571161,-2.604696,-0.697335,2.608755,0.002211,0.002061,20.704222,0.000095,-20.544779,1.945531,0.085878,9.035897,-0.013757,0.067290,0.048871,-0.906356,12.412299,-1.276333,10.153175,-12.000000,1.012809,8.194829,-0.153800,-0.157271,-0.906356,12.412299,-1.276333,10.153175,-12.835498,1.012809,8.194829,-0.153800,-0.157271,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.308788,0.158132,-0.568473,-2.812021,-0.930680,2.962306,1.679107,0.040000,0.040000,-1.904015,2.175006,1.633488,1.637404,-2.602657,-1.082730,2.355299,0.001903,0.002472,20.507288,0.000238,-28.909481,-1.768422,0.460458,15.293145,-25.294327,0.071607,0.056348,-6.097079,5.227080,-5.592179,7.424314,-1.494118,0.455874,0.909966,-0.118689,-0.190820,-6.097079,5.227080,-5.592179,7.424314,-1.494118,0.455874,0.909966,-0.118689,-0.190820,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.266292,0.200418,-0.528450,-2.784408,-0.932856,2.942754,1.704902,0.035918,0.036596,-2.102743,2.028805,2.003428,1.374133,0.426972,-1.328174,1.163206,-0.196290,-0.178171,1.324892,-4.398537,5.957234,-2.972817,24.137779,5.241323,-16.115356,0.164425,1.982784,-14.469512,-8.750463,-6.068783,6.953676,2.179895,0.254212,0.183196,-56.102528,-56.099922,-14.469512,-8.750463,-6.068783,6.953676,2.179895,0.254212,0.183196,-56.102528,-56.099922,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.224738,0.235534,-0.491196,-2.755487,-0.895091,2.944528,1.652925,0.033740,0.034895,-2.041343,1.456582,1.705178,1.725006,0.726969,0.641825,-2.538801,0.020733,-0.017049,0.672197,-39.635921,0.022733,17.555977,-27.809811,-13.808876,3.717065,5.498884,-11.991234,-42.811661,-48.000000,-14.253149,48.000000,12.000000,1.849749,-11.089489,-64.963531,-81.107422,-42.811661,-83.101326,-14.253149,50.000526,56.925678,1.849749,-11.089489,-64.963531,-81.107422,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.184637,0.261256,-0.464145,-2.719011,-0.856752,2.978794,1.600727,0.033003,0.033246,-1.986427,1.184321,0.914111,2.076527,1.229442,2.257419,-2.606558,-0.023876,-0.052462,-1.707077,-12.432587,-28.578217,34.546875,-23.138977,-0.232100,-7.713413,-17.759239,-25.260908,-48.000000,-48.000000,-25.735092,48.000000,12.000000,3.524671,-12.000000,-82.287437,-87.712021,-48.388451,-95.238106,-25.735092,73.333549,48.629871,3.524671,-12.465466,-82.287437,-87.712021,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.148341,0.282113,-0.457993,-2.675908,-0.815503,3.031195,1.548556,0.030534,0.032043,-1.035716,0.939313,-0.997553,2.168302,1.590106,2.610003,-2.609992,-0.116245,0.013319,-23.026449,-18.014980,-18.192028,0.053644,24.448036,0.041151,0.000954,3.851794,-0.646196,-48.000000,-48.000000,-35.152424,48.000000,12.000000,12.000000,-12.000000,-48.116180,-67.236572,-61.634922,-125.677048,-35.152424,102.402016,72.342407,19.270689,-12.276077,-48.116180,-67.236572,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.104275,0.294919,-0.447321,-2.632575,-0.765753,3.080047,1.496457,0.030061,0.031293,-2.175001,0.470724,0.642408,2.168696,2.469887,2.300302,-2.568324,0.073678,0.124593,0.000215,-18.050650,17.730927,-0.526381,0.440669,5.680418,1.142955,7.468122,15.413361,-32.044014,-48.000000,5.275410,48.000000,12.000000,12.000000,-12.000000,-59.869659,-59.887749,-32.044014,-131.893326,5.275410,101.265640,82.203346,37.387421,-37.747505,-59.869659,-59.887749,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.059664,0.300637,-0.428047,-2.589225,-0.715923,3.128469,1.444268,0.030140,0.031248,-2.174453,0.135020,1.050838,2.175004,2.452976,2.402868,-2.563530,0.098564,0.069653,0.018835,-14.776799,17.380316,0.000000,-3.851151,18.133879,0.684309,0.530537,-0.556692,-21.499722,-48.000000,6.973542,48.000000,12.000000,12.000000,-12.000000,-69.505157,-70.130943,-21.499722,-123.664253,6.973542,97.123352,71.229691,37.029030,-42.867168,-69.505157,-70.130943,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.015188,0.300465,-0.401588,-2.545872,-0.666463,3.177774,1.392079,0.030194,0.031191,-2.174579,-0.139291,1.389185,2.175004,2.434607,2.461073,-2.568620,0.096067,0.073982,0.004816,-12.243177,14.811826,0.000024,-1.741242,9.779048,-0.349069,-0.150155,0.408752,-14.059920,-48.000000,5.849866,48.000000,12.000000,12.000000,-12.000000,-70.087875,-69.434517,-14.059920,-120.748924,5.849866,95.384445,68.195930,33.320023,-40.184055,-70.087875,-69.434517,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,-0.029666,0.295452,-0.367642,-2.502528,-0.616040,3.228366,1.339871,0.030274,0.031107,-2.175002,-0.367757,1.769321,2.172050,2.511193,2.459880,-2.566881,0.084138,0.085697,0.000095,-10.501933,16.575993,-0.202632,-2.649665,3.897762,-0.351667,-0.608692,0.465693,-4.834044,-48.000000,9.065310,48.000000,12.000000,12.000000,-12.000000,-69.497551,-70.393784,-4.834044,-122.001114,9.065310,91.383659,66.925095,26.073723,-35.157661,-69.497551,-70.393784,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,-0.074874,0.286465,-0.325237,-2.459232,-0.564752,3.280040,1.287747,0.030383,0.030998,-2.175002,-0.548477,2.161083,2.161530,2.525007,2.544620,-2.580210,0.069827,0.082615,0.000167,-7.907200,11.847401,-1.103330,-7.315230,10.625839,-6.956601,-0.661017,-0.279935,5.521766,-48.000000,16.943417,48.000000,12.000000,12.000000,-12.000000,-68.373459,-70.564964,5.521766,-123.250336,16.943417,86.793861,67.052040,18.060009,-30.246765,-68.373459,-70.564964,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,-0.114580,0.274695,-0.281839,-2.415968,-0.513110,3.332194,1.235630,0.030501,0.030984,-1.814803,-0.672531,2.169885,2.161664,2.610002,2.597476,-2.541632,0.075851,0.062936,17.932165,-5.844331,-0.119114,0.295758,0.000191,1.963568,0.542045,-1.140220,-1.226220,18.674885,-48.000000,35.577789,48.000000,12.000000,12.000000,-12.000000,-69.638977,-69.577522,18.674885,-121.820770,35.577789,81.571701,66.081512,12.908112,-29.889297,-69.638977,-69.577522,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,-0.133442,0.261102,-0.251402,-2.372578,-0.462325,3.384018,1.186922,0.030702,0.030888,1.103264,-0.697895,-0.501769,2.161066,2.184400,2.600041,-1.834325,-0.010773,0.113046,30.919283,-6.855166,-6.362745,-1.393771,0.250602,-0.732231,3.877640,-3.629023,-2.342878,26.851173,-48.000000,48.000000,48.000000,12.000000,10.687472,-12.000000,-63.647812,-75.785912,26.851173,-111.906975,89.273735,66.000107,66.117424,10.687472,-49.087879,-63.647812,-75.785912,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,-0.146410,0.245633,-0.219366,-2.329193,-0.413765,3.435756,1.140771,0.033149,0.033350,0.492077,-0.870490,0.434684,2.175072,2.161198,2.610000,-1.841592,0.125742,0.134620,13.441173,-6.483179,-1.997170,0.007129,5.251575,4.497838,-6.861293,2.806178,-1.757345,10.792428,-48.000000,48.000000,32.273811,12.000000,12.000000,-12.000000,7.080107,0.982649,10.792428,-72.588982,118.750656,32.273811,70.756073,20.183716,-72.005692,7.080107,0.982649,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,-0.165758,0.227844,-0.177177,-2.292038,-0.361518,3.485569,1.088564,0.035494,0.035521,-0.798013,-1.093807,1.946553,1.557404,2.609455,2.243617,-2.609638,0.090140,0.089191,10.669237,-7.421291,-10.186648,-30.795563,0.004125,1.861238,0.021601,-2.184326,-1.976768,1.729870,-30.018164,48.000000,-3.706001,12.000000,12.000000,-12.000000,-0.116447,0.023945,1.729870,-30.018164,121.557861,-3.706001,49.448875,32.975708,-86.776100,-0.116447,0.023945,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,-0.183126,0.203267,-0.136468,-2.279344,-0.309362,3.537768,1.036358,0.037043,0.036980,-0.564007,-1.561249,1.720403,-0.209620,2.607587,2.609942,-2.609975,0.061576,0.059803,10.607844,-23.751820,-9.238064,-85.208435,0.044799,0.003433,0.002646,-1.518501,-1.280186,1.772997,-14.715239,48.000000,-36.978180,12.000000,12.000000,-12.000000,-0.402086,0.098615,1.772997,-14.715239,127.359169,-36.978180,33.388603,28.163084,-93.483871,-0.402086,0.098615,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,-0.182583,0.164552,-0.111704,-2.307811,-0.257295,3.589966,0.984957,0.038057,0.037952,1.843709,-2.174698,-0.625789,-2.175000,2.541891,2.610000,-2.350480,0.039426,0.041459,26.167797,-12.802958,-11.520433,-70.240829,-6.730986,-0.000072,22.952032,-0.884346,-0.936850,10.891888,-26.881273,48.000000,-45.074009,12.000000,11.334327,-12.000000,-0.007047,-0.134833,10.891888,-26.881273,124.604736,-45.074009,19.113110,11.334327,-96.616074,-0.007047,-0.134833,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,-0.169796,0.121440,-0.091573,-2.351252,-0.205737,3.605991,0.935954,0.038737,0.038598,2.175002,-2.175001,-0.483295,-2.174877,2.459923,0.134933,-2.144214,0.026012,0.027959,-0.054288,0.000024,23.042038,-0.536609,-14.613128,-63.536133,17.121124,-0.644038,-0.571819,19.753555,-45.032845,48.000000,-48.000000,1.325735,-2.323388,-12.000000,-0.097470,0.006310,19.753555,-45.032845,116.248947,-49.609272,1.325735,-2.323388,-97.583023,-0.097470,0.006310,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,-0.149384,0.078193,-0.074990,-2.394549,-0.209443,3.572889,0.899856,0.039271,0.039006,2.175000,-2.169849,-0.349754,-2.169815,-1.513525,-2.008067,-1.569117,0.017647,0.023595,-0.018907,0.515270,19.889030,-3.556514,-60.392944,-28.566433,-136.484909,-0.628738,0.309592,32.383358,-48.000000,48.000000,-48.000000,-4.710585,-1.722677,-12.000000,-0.494818,0.398614,32.383358,-64.075851,126.962646,-54.894627,-4.710585,-1.722677,-111.227798,-0.494818,0.398614,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,-0.125343,0.035032,-0.056690,-2.437993,-0.258712,3.520953,0.854126,0.039703,0.039628,2.175000,-2.174794,0.060618,-2.175003,-2.610003,-2.610000,-2.425880,0.017302,0.035876,-0.000024,0.017953,26.334879,-0.000238,-0.000119,0.000119,-59.149803,0.112645,0.570724,32.915302,-48.000000,48.000000,-48.000000,-7.454980,-2.186110,-12.000000,-0.606205,-1.572732,32.915302,-83.895561,139.805161,-56.072323,-7.454980,-2.186110,-109.125748,-0.606205,-1.572732,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,-0.095781,-0.008112,-0.035115,-2.481497,-0.310769,3.468826,0.803438,0.040000,0.040000,2.175026,-2.171282,0.499769,-2.175001,-2.609750,-2.561331,-2.514647,0.017509,0.032074,0.002480,0.359511,21.935596,0.000238,0.025249,4.866934,-2.125525,-0.100122,-0.375093,23.852936,-48.000000,48.000000,-48.000000,-11.835398,-1.334025,-12.000000,-1.677162,-3.544383,23.852936,-99.374725,157.072098,-57.507812,-11.835398,-1.334025,-111.069664,-1.677162,-3.544383,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,-0.062923,-0.051195,-0.009018,-2.525017,-0.362839,3.418240,0.752275,0.040000,0.040000,2.175001,-2.146323,0.875117,-2.175003,-2.609507,-2.209938,-2.535601,0.021182,0.034877,-0.001884,2.236676,18.604015,-0.000119,-0.072622,32.691238,-0.230598,0.231503,0.144835,13.204381,-48.000000,48.000000,-48.000000,-12.000000,0.650902,-12.000000,-1.886692,-3.342842,13.204381,-110.133568,172.181305,-58.668045,-14.134914,0.650902,-113.659622,-1.886692,-3.342842,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,-0.029963,-0.094190,0.023917,-2.568546,-0.414908,3.369111,0.700792,0.040000,0.040000,2.174467,-2.131632,1.213787,-2.175002,-2.609622,-2.051813,-2.550779,0.026254,0.037236,-0.041103,2.247787,16.583765,-0.000024,-0.044322,33.223129,0.962114,0.168127,0.216030,2.900678,-48.000000,48.000000,-48.000000,-12.000000,1.006055,-12.000000,-2.457309,-3.507559,2.900678,-119.094498,181.438385,-58.845253,-12.900151,1.006055,-115.134819,-2.457309,-3.507559,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
