Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
13,1.992995,1.416769,-3.679215,0.728492,2.047180,-0.943354,4.261873,0.852319,0.436500,-1.008877,-2.717693,0.994503,2.588650,1.631690,0.000052,0.000354,2.099389,1.372005,-2.122220,1.106978,0.739663,-0.932472,2.611430,0.002864,-0.005064,0.566597,-11.909744,0.366211,-0.071483,-17.183588,23.668976,0.000715,0.084826,0.034268,5.892794,-27.834579,-60.730549,18.775942,-0.688764,1.709188,12.000000,-0.190934,-0.316938,5.892794,-27.834579,-60.730549,18.775942,-0.688764,1.709188,92.255089,-0.190934,-0.316938,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,2.162119,1.529880,-3.560566,0.758003,2.090471,-1.107659,4.319723,0.921728,0.485050,-1.079570,-2.678466,1.019179,2.528265,1.718652,0.000079,0.000229,2.144160,1.082683,-2.125802,1.177109,0.630536,-1.327761,2.611319,0.003511,-0.005127,1.718488,-11.455635,0.675459,-2.760021,-12.692363,28.293341,0.007825,0.106702,-0.081576,7.057437,-26.388987,-50.306839,16.476696,-0.352385,1.275253,12.000000,-0.253356,-0.244223,7.057437,-26.388987,-50.306839,16.476696,-0.352385,1.275253,87.612755,-0.253356,-0.244223,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,2.388880,1.628497,-3.379382,0.810219,2.114828,-1.200176,4.326886,0.992710,0.524254,-1.150023,-2.639021,1.037505,2.473233,1.805657,0.000109,0.000138,2.174958,0.818755,-2.125801,1.177764,0.411598,-1.114848,2.611189,0.003103,-0.002824,1.400342,-10.106734,0.212388,-3.063562,-11.176736,28.105322,-0.002389,0.025278,0.026212,10.378525,-24.797558,-37.460529,15.378324,-0.139731,1.435905,12.000000,-0.437615,-0.043374,10.378525,-24.797558,-37.460529,15.378324,-0.139731,1.435905,80.938484,-0.437615,-0.043374,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,2.548431,1.742065,-3.267281,0.874764,2.120652,-1.232582,4.339958,1.064218,0.556056,-1.219875,-2.600158,1.047728,2.436096,1.892665,0.000127,0.000099,2.185060,0.651245,-2.128537,1.180197,0.192629,-0.650341,2.611001,0.001927,-0.001461,0.691781,-6.700905,-0.154238,-1.796887,-7.147089,20.902876,-0.011759,-0.035089,0.018457,10.961764,-22.164227,-27.379827,14.910873,0.100857,1.488767,12.000000,-0.490897,-0.056243,10.961764,-22.164227,-27.379827,14.910873,0.100857,1.488767,74.500679,-0.490897,-0.056243,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,2.757065,1.827147,-3.166028,0.807062,2.128651,-1.371059,4.388649,1.135960,0.582472,-1.289900,-2.563676,1.053120,2.389739,1.979565,0.000112,0.000094,2.205460,0.487942,-2.135771,1.025546,0.114169,-1.054755,2.610693,0.002207,-0.001938,1.517858,-7.381496,0.665188,-8.070959,-3.569124,19.040300,1.384606,0.033432,-0.069249,13.555627,-20.492842,-17.630726,9.324825,0.436403,0.646130,12.000000,-0.373707,-0.148305,13.555627,-20.492842,-17.630726,9.324825,0.436403,0.646130,69.589958,-0.373707,-0.148305,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,2.861195,1.908380,-3.108435,0.875952,2.084181,-1.449532,4.366491,1.206606,0.602625,-1.356300,-2.533197,1.046719,2.346118,2.066528,0.000106,0.000083,2.180418,0.315264,-1.969555,0.860721,-0.202987,-0.890724,2.610566,0.001381,-0.001264,-0.688991,-8.329902,9.975857,-7.157296,4.589126,26.662497,0.641684,-0.058420,0.024194,11.947803,-18.484314,-9.837555,10.129951,0.519171,1.118745,12.000000,-0.452002,-0.016288,11.947803,-18.484314,-9.837555,10.129951,0.519171,1.118745,61.697701,-0.452002,-0.016288,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,2.943398,1.965075,-3.138874,0.943508,2.084514,-1.507479,4.438984,1.275838,0.616268,-1.412959,-2.506889,1.042853,2.311630,2.153515,0.000098,0.000083,2.167381,0.139718,-1.664588,0.767114,-0.112018,-0.729808,2.610471,0.001500,-0.001142,-0.365510,-7.800699,12.256128,-4.530004,3.397721,20.440678,-0.003505,-0.012377,-0.000064,9.709485,-16.829252,-7.160535,11.141169,0.535800,0.816901,12.000000,-0.365402,-0.061180,9.709485,-16.829252,-7.160535,11.141169,0.535800,0.816901,57.595753,-0.365402,-0.061180,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,3.005872,2.070185,-3.214231,0.913013,2.033528,-1.604622,4.464697,1.344626,0.627224,-1.461621,-2.484182,1.029244,2.271687,2.240499,0.000079,0.000091,2.153496,0.136908,-1.435325,0.627219,-0.362115,-0.911281,2.610331,0.000730,-0.000669,-1.667604,-3.550310,13.158487,-6.631400,8.916722,22.648525,-0.014791,-0.072022,0.040072,6.645468,-13.263137,-6.818415,8.359149,0.571504,0.758302,12.000000,-0.359248,-0.052055,6.645468,-13.263137,-6.818415,8.359149,0.571504,0.758302,51.665501,-0.359248,-0.052055,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,3.013865,2.050356,-3.288159,0.999738,2.021350,-1.581591,4.464375,1.408366,0.633602,-1.494765,-2.465212,1.018333,2.254083,2.327500,0.000079,0.000089,1.907765,-0.023859,-0.917629,0.603595,-0.334341,-0.327545,2.610238,0.000530,-0.000359,-9.704074,-4.895459,17.338753,0.241649,4.356378,11.614123,-0.007696,-0.018834,0.017041,2.072860,-14.224560,-8.269987,10.759706,0.609409,0.927916,12.000000,-0.248887,-0.110101,2.072860,-14.224560,-8.269987,10.759706,0.609409,0.927916,44.693520,-0.248887,-0.110101,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,3.023197,2.075063,-3.407170,0.985519,1.979813,-1.648507,4.522403,1.465762,0.638387,-1.518452,-2.447115,1.001450,2.229286,2.414496,0.000067,0.000098,1.740372,-0.017512,-0.726094,0.540842,-0.439336,-0.599835,2.610289,0.000743,-0.000544,-7.932751,-2.207485,11.860656,-2.832874,9.879405,13.922985,-0.000157,-0.018995,0.009019,-1.590069,-13.487231,-11.966705,8.727926,0.909432,1.083676,12.000000,-0.236455,-0.129926,-1.590069,-13.487231,-11.966705,8.727926,0.909432,1.083676,40.055374,-0.236455,-0.129926,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,3.000464,2.125048,-3.530833,0.993042,1.931362,-1.712177,4.562335,1.516494,0.645761,-1.537642,-2.431534,0.980811,2.198019,2.501499,0.000072,0.000096,1.513461,0.125741,-0.640406,0.460434,-0.531150,-0.735270,2.610312,0.000864,-0.000546,-9.190048,1.688497,8.319718,-3.607848,11.738304,17.767391,-0.003061,-0.030305,0.023671,-6.018624,-12.241714,-15.813599,7.943889,0.978423,1.625439,12.000000,-0.264932,-0.108029,-6.018624,-12.241714,-15.813599,7.943889,0.978423,1.625439,34.692291,-0.264932,-0.108029,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,3.069885,2.053751,-3.549932,1.119364,1.918301,-1.687386,4.599379,1.557538,0.651504,-1.547775,-2.417461,0.965880,2.185977,2.588506,0.000080,0.000092,1.192588,-0.011745,-0.333312,0.497698,-0.423745,-0.232459,2.610153,0.000371,-0.000160,-10.107142,-3.386775,8.788041,1.379939,6.892900,7.458364,-0.004106,-0.009473,0.006398,-5.715760,-15.482619,-16.563616,12.048040,1.074266,1.666298,12.000000,-0.211903,-0.156235,-5.715760,-15.482619,-16.563616,12.048040,1.074266,1.666298,29.214001,-0.211903,-0.156235,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,3.129587,2.090867,-3.567359,1.104879,1.840625,-1.770679,4.575959,1.590912,0.656435,-1.554883,-2.402460,0.939758,2.161832,2.675507,0.000068,0.000102,1.026171,0.008554,-0.307406,0.463315,-0.672196,-0.606533,2.610075,0.000141,0.000041,-5.773229,-1.218751,5.290360,-3.292395,14.925566,13.120830,-0.002189,-0.038769,0.024862,-5.298493,-14.324279,-16.968462,10.088465,1.191546,1.578176,12.000000,-0.219508,-0.163402,-5.298493,-14.324279,-16.968462,10.088465,1.191546,1.578176,21.317406,-0.219508,-0.163402,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,3.219832,2.108479,-3.485583,1.123788,1.770725,-1.781492,4.501021,1.618200,0.659490,-1.555857,-2.390179,0.910193,2.146805,2.762509,0.000060,0.000111,0.836103,-0.056442,-0.070184,0.384221,-0.783870,-0.330439,2.610029,-0.000340,0.000412,-5.625400,-1.253259,7.434115,-3.155755,14.739074,8.529470,-0.000501,-0.025057,0.012668,-3.351359,-13.696053,-14.133286,10.075929,1.038538,1.365123,11.360024,-0.144946,-0.229257,-3.351359,-13.696053,-14.133286,10.075929,1.038538,1.365123,11.360024,-0.144946,-0.229257,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,3.297849,2.100312,-3.575845,1.120834,1.771400,-1.840019,4.597289,1.646003,0.663481,-1.558221,-2.383453,0.893028,2.125177,2.849512,0.000049,0.000128,0.978304,-0.003445,-0.269948,0.156638,-0.405210,-0.566957,2.609981,0.000248,0.000286,2.066638,-0.318789,-1.855505,-6.972659,10.500733,10.613092,-0.003405,0.007408,0.003118,-2.384107,-14.426084,-17.563940,9.802406,1.207408,1.496770,8.250418,-0.104243,-0.273239,-2.384107,-14.426084,-17.563940,9.802406,1.207408,1.496770,8.250418,-0.104243,-0.273239,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,3.283047,2.127078,-3.632451,1.232165,1.732502,-1.827296,4.599065,1.672964,0.669135,-1.562636,-2.379493,0.877023,2.111986,2.897300,0.000064,0.000121,0.825401,0.080497,-0.270650,0.211654,-0.497240,-0.299552,0.000005,0.000123,0.000194,-5.604948,2.389794,1.261825,1.600211,8.165573,8.073215,-156.592133,-0.026766,0.012022,-5.164269,-13.874844,-19.290098,14.276334,1.124874,2.238189,1.362396,-0.179924,-0.243871,-5.164269,-13.874844,-19.290098,14.276334,1.124874,2.238189,1.362396,-0.179924,-0.243871,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,3.300977,2.119309,-3.648570,1.210793,1.680357,-1.851183,4.584730,1.694964,0.676591,-1.567572,-2.374222,0.854554,2.101032,2.897300,0.000090,0.000085,0.684538,0.103172,-0.280956,0.220242,-0.612901,-0.262816,-0.000000,0.000816,-0.000722,-4.805552,0.213063,1.498722,-0.582882,11.462906,6.995296,-0.000270,0.006539,0.008196,-5.782291,-14.969615,-19.505018,12.853959,1.238598,1.979750,10.885182,-0.223603,-0.115768,-5.782291,-14.969615,-19.505018,12.853959,1.238598,1.979750,10.885182,-0.223603,-0.115768,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,3.399904,2.096933,-3.668270,1.192648,1.729748,-1.870370,4.684410,1.716640,0.683781,-1.574921,-2.372430,0.852903,2.092613,2.897300,0.000081,0.000085,0.752458,0.051668,-0.402739,0.074334,-0.042438,-0.247637,-0.000009,-0.000131,-0.000002,-0.029669,-2.766101,-1.580211,-2.931234,1.789111,3.685620,0.001767,-0.019201,0.009824,-3.460952,-16.470221,-19.562963,12.234909,1.285791,1.652058,12.000000,-0.187953,-0.155794,-3.460952,-16.470221,-19.562963,12.234909,1.285791,1.652058,14.872550,-0.187953,-0.155794,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,3.412617,2.146252,-3.671483,1.218774,1.698774,-1.903611,4.659945,1.736765,0.690320,-1.584358,-2.371458,0.846649,2.079106,2.897300,0.000082,0.000081,0.630102,0.062132,-0.400854,0.104389,-0.233041,-0.351251,-0.000000,0.000215,-0.000173,-4.378327,-0.758636,2.362427,-0.000724,3.418524,7.762287,0.000956,0.008330,-0.005172,-4.484136,-14.934904,-18.715239,13.288870,1.140402,1.916941,12.000000,-0.163471,-0.162811,-4.484136,-14.934904,-18.715239,13.288870,1.140402,1.916941,13.893841,-0.163471,-0.162811,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,3.449836,2.133334,-3.618562,1.312709,1.707909,-1.830568,4.691884,1.749795,0.693547,-1.586444,-2.368181,0.844833,2.087776,2.897300,0.000083,0.000081,0.353878,-0.069138,-0.102568,0.269019,-0.144516,0.237024,-0.000002,-0.000503,0.000527,-7.895371,-2.135823,6.023326,6.241402,-0.542992,-3.396677,-0.002075,-0.014170,0.021419,-3.504342,-15.441512,-17.014128,16.701830,1.178966,1.949924,12.000000,-0.155465,-0.163442,-3.504342,-15.441512,-17.014128,16.701830,1.178966,1.949924,15.171208,-0.155465,-0.163442,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
