Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,agent_joint_pos_J8,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
34,-1.911811,-2.617025,-0.777517,2.432634,1.696653,3.227067,2.826493,0.389408,-0.248563,-0.371202,-0.053543,-2.340297,0.380931,3.467872,1.544238,0.039961,0.040000,-2.099622,-2.111990,-1.714548,2.174971,1.883389,0.653287,2.609924,0.001946,0.036791,-1.569724,-3.619528,-20.646154,36.736107,17.518211,10.441547,0.099254,-0.611868,0.989382,-49.921192,-87.000000,-22.034784,54.001251,12.000000,12.000000,12.000000,-0.611011,-2.689760,-49.921192,-113.852692,-22.034784,54.001251,32.456692,93.607964,40.452423,-0.611011,-2.689760,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,-1.998031,-2.792615,-0.611615,2.500477,1.781148,3.239816,2.956812,0.446096,-0.291135,-0.413438,-0.089286,-2.297277,0.431134,3.505864,1.596434,0.040000,0.040000,-2.145457,-2.175048,-1.920312,2.175002,2.335220,1.848713,2.609998,0.001364,0.048532,-1.009321,-0.002694,-12.711787,0.000024,9.260535,43.846085,-0.000310,0.019920,0.697402,-49.796543,-87.000000,-11.635944,52.028221,12.000000,12.000000,12.000000,-0.111251,-4.155817,-49.796543,-117.153564,-11.635944,52.028221,29.809702,88.078094,41.485672,-0.111251,-4.155817,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,-2.079901,-2.981362,-0.494163,2.551717,1.828906,3.217647,3.085227,0.489733,-0.334324,-0.456241,-0.129502,-2.253978,0.482988,3.549877,1.648634,0.040000,0.040000,-2.172144,-2.175032,-2.061667,2.175001,2.571191,2.123852,2.610001,0.002821,0.054695,-0.573373,0.000763,-7.965255,-0.000024,5.641198,9.420085,-0.000215,0.098220,0.276408,-49.514351,-87.000000,-3.124072,50.619701,12.000000,12.000000,12.000000,-0.183929,-5.193079,-49.514351,-121.288078,-3.124072,50.619701,26.540380,81.346741,42.446320,-0.183929,-5.193079,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,-2.106394,-3.150590,-0.408979,2.578228,1.827357,3.170866,3.205136,0.527691,-0.377875,-0.499147,-0.172187,-2.210646,0.535289,3.596773,1.700756,0.040000,0.040000,-2.175175,-2.175123,-2.130865,2.174975,2.610001,2.304576,2.588730,0.005699,0.056537,-0.004005,-0.004268,-2.947879,-0.001431,-0.000048,5.319142,-0.755072,0.148930,0.089920,-47.069077,-87.000000,4.100017,48.214874,12.000000,12.000000,12.000000,-0.420931,-5.563805,-47.069077,-124.628654,4.100017,48.214874,21.923275,74.937828,43.123985,-0.420931,-5.563805,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,-2.101220,-3.314925,-0.344082,2.544380,1.798415,3.090476,3.328296,0.575556,-0.421649,-0.542165,-0.214950,-2.167331,0.587575,3.645263,1.752736,0.040000,0.040000,-2.175325,-2.175281,-2.089109,2.174937,2.610001,2.422516,2.561708,0.009365,0.056835,-0.004721,-0.006104,2.124286,-0.001335,0.000119,4.631615,-0.692153,0.192912,0.017701,-43.366116,-87.000000,10.168911,43.394669,12.000000,12.000000,12.000000,-0.743547,-5.665794,-43.366116,-127.764542,10.168911,43.394669,16.581837,67.405922,43.997066,-0.743547,-5.665794,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,-2.068813,-3.489836,-0.327729,2.406806,1.750172,2.959477,3.442135,0.639304,-0.465380,-0.585309,-0.256943,-2.124145,0.639809,3.695630,1.804585,0.040000,0.040000,-2.175501,-2.175427,-2.027558,2.174928,2.609999,2.529584,2.538826,0.013699,0.057633,-0.009322,-0.006819,3.122473,0.000095,-0.000215,1.860619,-0.908732,0.227501,0.094260,-38.569241,-87.000000,14.011146,34.431034,10.470819,12.000000,12.000000,-1.142381,-5.669075,-38.569241,-131.314148,14.011146,34.431034,10.470819,57.664829,44.479809,-1.142381,-5.669075,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,-1.946463,-3.687866,-0.345651,2.027532,1.645177,2.722149,3.555506,0.738056,-0.509033,-0.628493,-0.298002,-2.081813,0.691889,3.746768,1.856053,0.040000,0.040000,-2.175168,-2.158294,-1.971518,2.174935,2.610002,2.553770,2.487988,0.017887,0.057642,0.002098,0.827432,2.905929,0.000668,0.000000,2.508593,-1.542592,0.200228,-0.018953,-30.180332,-87.000000,16.382828,15.834806,2.097089,12.000000,12.000000,-1.588494,-5.783179,-30.180332,-135.815826,16.382828,15.834806,2.097089,44.041664,45.059254,-1.588494,-5.783179,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,-1.720416,-3.881588,-0.356851,1.401392,1.461467,2.406461,3.721283,0.886942,-0.552944,-0.672049,-0.340486,-2.045327,0.719020,3.752501,1.908268,0.040000,0.040000,-2.178301,-2.175011,-2.047397,1.582286,0.879674,0.021704,2.596782,0.012130,0.032540,-0.029755,-0.000215,7.529497,-36.607826,-36.379807,0.004900,0.056911,-0.947135,-2.537135,-17.624641,-87.000000,19.769466,-11.587557,-3.189196,12.000000,12.000000,-2.160086,-5.791109,-17.624641,-140.061432,19.769466,-11.587557,-3.189196,38.931801,47.173302,-2.160086,-5.791109,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,-1.401350,-3.912364,-0.368395,0.530595,1.094732,2.020409,3.772060,1.034263,-0.597127,-0.715851,-0.383475,-2.034047,0.685177,3.752501,1.960482,0.040000,0.040000,-2.185564,-2.175028,-2.046964,-0.099676,-2.503135,0.044166,2.592908,0.008127,0.012562,1.033068,-0.005126,12.803316,-77.993088,-40.999222,0.188519,1.367664,-0.151064,-1.536882,-1.268569,-87.000000,22.948206,-43.456379,-4.534719,12.000000,12.000000,-0.963721,-2.793119,-1.268569,-137.798264,22.948206,-43.456379,-4.534719,23.407213,45.095665,-0.963721,-2.793119,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,-1.065704,-3.260781,-0.487617,-0.646386,0.534568,1.544731,2.762112,1.262608,-0.641102,-0.759812,-0.424083,-2.063504,0.633576,3.752501,2.011137,0.039916,0.040000,-2.091577,-2.175006,-1.924883,-2.171897,-2.297068,0.003912,2.186141,0.002855,0.003713,10.391712,0.004840,5.558431,-76.871559,30.500174,-6.918545,-40.261795,-0.136365,-0.459574,15.699936,-87.000000,20.735825,-81.590553,-12.000000,4.256558,0.481583,-0.327550,-0.830849,15.699936,-108.219597,20.735825,-81.590553,-20.933395,4.256558,0.481583,-0.327550,-0.830849,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,-0.339606,-2.177334,-0.528593,-1.370897,0.188758,1.208802,0.737066,1.441447,-0.660553,-0.803476,-0.467542,-2.106869,0.584617,3.740416,1.958952,0.039959,0.040000,-0.074811,-2.175004,-2.164375,-2.095662,-2.091321,-0.832100,-2.607574,0.010576,0.004557,82.543991,0.000072,1.041651,-0.785112,-2.183628,-15.270079,-0.029087,1.188624,0.319946,42.426449,-61.381279,23.219330,-87.000000,-12.000000,-5.837700,-12.000000,0.386911,-0.135780,42.426449,-61.381279,23.219330,-104.470413,-32.901077,-5.837700,-59.611950,0.386911,-0.135780,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.079573,-1.608756,-0.674504,-1.417060,0.152996,1.298620,-0.380035,1.688995,-0.641186,-0.847158,-0.511103,-2.150239,0.535706,3.741609,1.906762,0.040000,0.040000,1.970833,-2.175046,-2.174999,-2.099221,-2.135218,0.279058,-2.607412,0.001386,0.002994,85.511765,-0.000191,0.000048,-2.442479,-16.592957,11.613705,0.045371,-0.420103,-0.152994,51.181576,-35.144905,20.865990,-87.000000,-12.000000,-4.841613,-12.000000,-0.558717,-0.452374,51.181576,-35.144905,20.865990,-102.900215,-30.835175,-4.841613,-100.118378,-0.558717,-0.452374,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.236622,-1.407137,-0.867503,-1.369683,0.233631,1.458727,-0.971194,1.813920,-0.598492,-0.890699,-0.553658,-2.193745,0.484811,3.752501,1.854565,0.040000,0.040000,2.169157,-2.175002,-2.017735,-2.173034,-2.324811,0.001008,-2.608419,0.002134,0.003626,0.161576,0.000072,4.326534,-0.298262,-0.107312,-68.997513,-0.011921,0.070326,0.024176,50.400955,-23.590179,16.148060,-87.000000,-12.000000,-1.407406,-12.000000,-0.143107,-0.338463,50.400955,-23.590179,16.148060,-97.147522,-22.188507,-1.407406,-119.587540,-0.143107,-0.338463,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.269197,-1.344541,-0.964578,-1.312964,0.184893,1.555836,-1.309284,1.836484,-0.555230,-0.934187,-0.595171,-2.237249,0.433440,3.752500,1.802362,0.040000,0.040000,2.170005,-2.175002,-1.975318,-2.173925,-2.399435,0.001155,-2.607987,0.002390,0.005562,-0.013041,0.000000,2.368498,0.000739,-4.045606,0.018393,0.040674,-0.021456,0.013600,48.236172,-17.606220,15.373511,-87.000000,-12.000000,4.989537,-12.000000,-0.260482,-0.542579,48.236172,-17.606220,15.373511,-91.383018,-19.905626,4.989537,-128.934845,-0.260482,-0.542579,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.267389,-1.309611,-1.026925,-1.270545,0.130839,1.622995,-1.532650,1.834546,-0.511963,-0.977679,-0.636116,-2.280751,0.381800,3.752500,1.750159,0.040000,0.040000,2.170455,-2.175002,-1.950148,-2.174102,-2.435656,0.001404,-2.607333,0.001921,0.005594,-0.005245,-0.000024,1.323450,0.010824,-3.925514,0.018384,0.043893,-0.024208,0.000019,44.701218,-12.729877,16.031317,-86.204971,-12.000000,7.674889,-12.000000,-0.216354,-0.559353,44.701218,-12.729877,16.031317,-86.204971,-17.795786,7.674889,-133.695740,-0.216354,-0.559353,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,0.250257,-1.300330,-1.100555,-1.242174,0.054252,1.672690,-1.671776,1.825346,-0.468693,-1.021176,-0.676985,-2.324252,0.329974,3.752500,1.697956,0.040000,0.040000,2.171065,-2.175001,-1.953965,-2.174045,-2.480604,0.001562,-2.606815,0.001434,0.005477,-0.005865,0.000048,-0.243223,0.011063,-5.693293,0.022567,0.050569,-0.024681,-0.007416,40.551933,-8.879138,16.305691,-81.590179,-12.000000,9.662222,-12.000000,-0.168119,-0.555098,40.551933,-8.879138,16.305691,-81.590179,-16.611813,9.662222,-135.086365,-0.168119,-0.555098,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,0.187211,-1.319869,-1.192217,-1.241020,-0.023185,1.715312,-1.714271,1.803435,-0.425429,-1.064679,-0.718454,-2.367744,0.277950,3.752500,1.645753,0.040000,0.040000,2.171618,-2.175002,-1.999292,-2.174018,-2.547997,0.001725,-2.606354,0.000980,0.005167,-0.014663,-0.000048,-2.387297,0.012374,-7.790732,0.029933,0.058937,-0.023033,-0.025864,34.566151,-6.180700,16.020500,-78.064316,-12.000000,11.366748,-12.000000,-0.121057,-0.542604,34.566151,-6.180700,16.020500,-78.064316,-15.368750,11.366748,-132.611450,-0.121057,-0.542604,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,0.084117,-1.353320,-1.286892,-1.259152,-0.105063,1.752367,-1.693856,1.766327,-0.382209,-1.108204,-0.760688,-2.411233,0.225847,3.752500,1.593548,0.040000,0.040000,2.171803,-2.175075,-2.035612,-2.173625,-2.610078,0.000287,-2.608082,0.000446,0.003888,-0.048590,-0.007486,-1.195979,0.050735,-11.681724,-0.121885,-0.152254,-0.032442,-0.137767,26.980509,-4.037867,15.781327,-75.310333,-12.000000,12.000000,-12.000000,-0.077062,-0.526602,26.980509,-4.037867,15.781327,-75.310333,-14.385727,12.848669,-127.620163,-0.077062,-0.526602,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,-0.031437,-1.394615,-1.381058,-1.287173,-0.182740,1.777968,-1.647616,1.722265,-0.339089,-1.151755,-0.803061,-2.454718,0.173676,3.752500,1.541342,0.040000,0.040000,2.172235,-2.175086,-2.036001,-2.173469,-2.610082,0.000328,-2.607948,-0.000065,0.003667,-0.044823,-0.008440,0.562239,0.065660,-6.948686,-0.130034,-0.177526,-0.050871,-0.139418,18.902927,-2.206545,15.475726,-72.952271,-12.000000,12.000000,-12.000000,-0.044401,-0.506137,18.902927,-2.206545,15.475726,-72.952271,-13.129821,13.872196,-121.595604,-0.044401,-0.506137,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,-0.155349,-1.445489,-1.472839,-1.323145,-0.257859,1.795146,-1.586995,1.673567,-0.296251,-1.195318,-0.845394,-2.498195,0.121461,3.752500,1.489134,0.039996,0.040000,2.172454,-2.175103,-2.031994,-2.173296,-2.610091,0.000328,-2.607822,-0.000595,0.003535,-0.023508,-0.001979,1.747227,0.027275,-0.001597,0.002313,0.028300,-0.026554,-0.021907,10.506507,-0.756597,15.225673,-70.914909,-11.679498,12.000000,-12.000000,0.036229,-0.375451,10.506507,-0.756597,15.225673,-70.914909,-11.679498,14.564631,-114.986473,0.036229,-0.375451,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,-0.300102,-1.514608,-1.561472,-1.370418,-0.340100,1.818461,-1.511825,1.624071,-0.255005,-1.238879,-0.887603,-2.541676,0.069266,3.752500,1.436922,0.039993,0.040000,2.019579,-2.175064,-2.018563,-2.173265,-2.610000,0.001275,-2.607735,-0.000853,0.002982,-8.259439,0.003171,1.982927,0.016165,0.008082,0.095838,0.027847,-0.003460,-0.046478,1.607542,-0.036210,15.018040,-69.327858,-10.792665,12.000000,-12.000000,0.093903,-0.344658,1.607542,-0.036210,15.018040,-69.327858,-10.792665,15.497180,-107.803230,0.093903,-0.344658,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,-0.469321,-1.630214,-1.634606,-1.436760,-0.433680,1.848936,-1.445762,1.594988,-0.218575,-1.282435,-0.929632,-2.585165,0.017091,3.752498,1.385100,0.039991,0.040000,1.689819,-2.175011,-2.000240,-2.173590,-2.610001,0.000589,-2.555146,-0.000894,0.002141,-16.582764,0.000310,1.970983,0.015950,0.000048,-0.007361,1.092482,-0.001733,-0.040646,-7.317111,-1.176212,15.388546,-68.501747,-10.361332,12.000000,-12.000000,0.104566,-0.254760,-7.317111,-1.176212,15.388546,-68.501747,-10.361332,16.714916,-101.165298,0.104566,-0.254760,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,-0.651252,-1.798590,-1.677702,-1.513569,-0.545143,1.875620,-1.404411,1.589971,-0.190225,-1.325989,-0.971353,-2.628656,-0.035066,3.752498,1.333982,0.039992,0.040000,1.208639,-2.175001,-1.969210,-2.173594,-2.609768,0.000626,-2.473669,-0.000804,0.001340,-23.726713,-0.000072,2.190769,0.030398,-0.031400,0.021315,0.800753,0.007570,-0.042743,-15.576792,-4.426847,16.900246,-68.094322,-10.648800,12.000000,-12.000000,0.105293,-0.176696,-15.576792,-4.426847,16.900246,-68.094322,-10.648800,17.783325,-95.731750,0.105293,-0.176696,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,-0.834357,-1.993169,-1.684113,-1.591550,-0.669934,1.898305,-1.377859,1.595239,-0.172699,-1.369547,-1.012489,-2.672146,-0.087204,3.752498,1.283384,0.039996,0.040000,0.604872,-2.175002,-1.914094,-2.173407,-2.609423,0.000728,-2.406590,-0.000482,0.000667,-29.518860,-0.000143,2.890384,0.037146,-0.044823,0.026662,0.574327,0.019667,-0.032179,-22.577444,-8.725440,19.768208,-67.734558,-11.470613,12.000000,-12.000000,0.080693,-0.098863,-22.577444,-8.725440,19.768208,-67.734558,-11.470613,18.690554,-90.878853,0.080693,-0.098863,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,-0.513530,-3.293393,-0.640108,-1.595046,-0.446948,2.077293,-0.313552,2.057754,-0.163261,-1.413296,-1.038833,-2.715573,-0.112005,3.752495,1.231155,0.039997,0.039937,0.368251,-2.175002,-0.559324,-2.166996,-0.503872,0.005501,-2.594703,-0.000761,-0.004347,-12.149507,0.000143,57.731598,0.078058,43.334354,-0.045977,-0.114989,-0.023944,-0.227426,-9.110024,-57.241066,61.241676,-64.421097,-5.865157,12.000000,-12.000000,0.054921,0.234789,-9.110024,-57.241066,61.241676,-64.421097,-5.865157,25.828188,-43.469597,0.054921,0.234789,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,-0.656255,-3.508457,-0.601298,-1.540725,-0.428229,2.066312,-0.202050,2.067679,-0.159314,-1.457005,-1.041377,-2.758975,-0.119837,3.752496,1.178969,0.040000,0.039858,0.058989,-2.175002,0.600705,-2.166950,-0.063269,0.004989,-2.561432,-0.000435,-0.002713,-14.543920,0.000024,56.555950,0.010657,10.181904,-0.023532,3.009152,0.026165,0.106826,-14.225003,-62.345974,59.248814,-58.778675,-7.117074,12.000000,-12.000000,0.074775,0.591598,-14.225003,-62.345974,59.248814,-58.778675,-7.117074,25.391968,-34.839027,0.074775,0.591598,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,-0.666192,-3.584736,-0.659069,-1.565297,-0.430184,2.058967,-0.423101,2.134606,-0.160731,-1.500681,-1.022077,-2.802375,-0.125659,3.752496,1.127053,0.040000,0.039847,-0.182704,-2.175001,1.621922,-2.167714,-0.123852,0.004504,-2.519244,0.001220,0.001286,-11.006657,0.000143,51.143013,-0.028729,-0.955424,-0.008463,0.334120,0.104428,0.208435,-13.602036,-61.901814,51.941303,-56.288273,-6.936502,12.000000,-12.000000,-0.017597,0.396912,-13.602036,-61.901814,51.941303,-56.288273,-6.936502,25.100666,-39.794186,-0.017597,0.396912,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,-0.650221,-3.594460,-0.744777,-1.612272,-0.436771,2.049006,-0.746282,2.237772,-0.166146,-1.544285,-0.984467,-2.845796,-0.135765,3.752498,1.076348,0.040000,0.039941,-0.378901,-2.174641,2.167460,-2.172716,-0.891788,-0.000000,-2.173965,0.004972,0.008413,-10.584831,0.036097,11.692786,-0.424361,-61.603439,-0.403245,30.644821,0.227994,0.472699,-11.876846,-58.798248,42.413429,-54.690636,-6.001208,12.000000,-12.000000,-0.269206,-0.122328,-11.876846,-58.798248,42.413429,-54.690636,-6.001208,24.704407,-48.750496,-0.269206,-0.122328,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,-0.658181,-3.528581,-0.844113,-1.651135,-0.478489,2.043522,-1.063540,2.348807,-0.175754,-1.587822,-0.942023,-2.889276,-0.162384,3.752500,1.026339,0.040000,0.040000,-0.594964,-2.174533,2.173920,-2.175009,-1.460859,0.000000,-2.403907,0.010253,0.014086,-10.519802,0.005507,0.320959,-0.102115,-4.341614,0.000001,-18.423223,0.301095,0.311331,-10.736349,-52.680588,34.618137,-52.747261,-1.636689,12.000000,-12.000000,-0.724180,-1.097237,-10.736349,-52.680588,34.618137,-52.747261,-1.636689,24.500885,-58.512970,-0.724180,-1.097237,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,-0.296437,-3.915362,-0.668757,-1.586912,-0.288555,2.163529,-0.599882,2.284379,-0.185739,-1.631367,-0.898894,-2.932829,-0.167882,3.752500,0.974148,0.040000,0.040000,-0.423898,-2.174466,2.174946,-2.175001,0.292162,-0.000267,-2.606213,0.007035,0.009931,8.292428,-0.167108,0.029469,0.000334,50.194855,0.169552,-1.117659,-0.284031,-0.569979,4.662330,-64.675674,38.183025,-46.691162,2.818728,12.000000,-12.000000,-0.987543,-1.563065,4.662330,-64.675674,38.183025,-46.691162,2.818728,29.309017,-34.354904,-0.987543,-1.563065,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,-0.253219,-3.863378,-0.555753,-1.557970,-0.362228,2.181669,-0.556096,2.253417,-0.192077,-1.674906,-0.856052,-2.976299,-0.167269,3.752500,0.922159,0.040000,0.040000,-0.218730,-2.175008,2.173185,-2.174057,-0.107871,0.000028,-2.587897,0.007119,0.008594,10.328646,0.000048,0.129986,-0.051522,-11.398546,-0.003241,-5.112243,0.098461,0.147577,6.313012,-59.104145,39.281464,-42.059792,-1.181685,12.000000,-12.000000,-0.613444,-0.711808,6.313012,-59.104145,39.281464,-42.059792,-1.181685,30.026537,-28.674049,-0.613444,-0.711808,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,-0.175176,-3.857049,-0.462560,-1.547279,-0.403765,2.199417,-0.544610,2.266135,-0.193422,-1.718440,-0.813114,-3.019773,-0.174781,3.752500,0.869991,0.040000,0.040000,0.070991,-2.175011,2.174198,-2.174315,-0.469684,0.000007,-2.609818,0.009188,0.011139,14.349580,0.000095,0.184250,-0.066233,-7.189467,-0.002795,-2.313304,0.130282,0.190973,8.761192,-55.368023,39.576668,-38.154030,-0.943295,12.000000,-12.000000,-0.788490,-0.922894,8.761192,-55.368023,39.576668,-38.154030,-0.943295,30.736555,-23.845207,-0.788490,-0.922894,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,-0.139996,-3.836634,-0.412878,-1.542021,-0.473328,2.201330,-0.594069,2.287839,-0.188715,-1.761967,-0.770130,-3.063248,-0.191513,3.752500,0.817804,0.040000,0.040000,0.381663,-2.174955,2.175001,-2.174646,-0.916587,0.000113,-2.609571,0.011656,0.013888,15.149946,0.005198,0.273681,-0.095487,-5.351484,0.009670,-1.468015,0.191984,0.265530,8.827621,-51.069061,38.128212,-34.465790,-0.906108,12.000000,-12.000000,-0.973613,-1.123235,8.827621,-51.069061,38.128212,-34.465790,-0.906108,30.813114,-21.615715,-0.973613,-1.123235,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,-0.092191,-3.814966,-0.368200,-1.536131,-0.543827,2.203662,-0.646009,2.312288,-0.180372,-1.762800,-0.729569,-3.071801,-0.227389,3.752500,0.765613,0.040000,0.040000,0.685688,0.001096,2.175007,0.000539,-1.323890,-0.000667,-2.603139,0.017852,0.020176,15.070593,-0.204712,-0.000310,-0.014652,59.981010,0.048796,-0.457358,0.804273,0.592997,9.092476,-57.107140,36.655209,-40.503822,2.860189,12.000000,-12.000000,-0.980898,-1.424555,9.092476,-57.107140,36.655209,-40.503822,2.860189,30.911144,-19.502918,-0.980898,-1.424555,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
