Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
10,-0.510187,1.001110,0.064395,0.854745,-0.465714,-1.272685,0.497886,-0.068447,-0.085037,0.197952,-2.502659,-0.191208,2.503592,0.948967,0.000071,0.000226,-0.172310,0.721479,-0.666931,-0.500095,-1.134314,-2.457513,0.810567,-0.000022,-0.005075,-12.069921,17.692579,3.023261,1.728433,32.426968,9.132585,-18.955170,0.153565,0.025065,-15.170282,0.530598,-11.289858,10.920313,1.485867,-1.170605,0.023922,0.099333,-0.086481,-15.170282,0.530598,-11.289858,10.920313,1.485867,-1.170605,0.023922,0.099333,-0.086481,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,-0.104926,-0.157660,0.261735,1.389706,-0.382998,-0.299742,0.160797,-0.067877,-0.064449,0.166287,-2.536554,-0.192328,2.583545,0.888420,0.000089,0.000110,-0.102289,0.323964,-0.852951,-0.749630,-0.148882,2.609827,-1.352735,-0.000935,-0.000001,-11.223966,-12.442516,9.253009,4.015710,13.891012,71.985390,30.605713,0.036825,0.098482,0.842403,-48.112026,-0.022541,35.742222,1.376218,12.000000,-0.012054,-0.050741,-0.085548,0.842403,-48.112026,-0.022541,35.742222,1.376218,22.124573,-0.012054,-0.050741,-0.085548,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,-0.704743,0.258529,-0.350405,1.367669,-0.403781,-0.452881,0.116494,-0.056111,-0.049095,0.110057,-2.550452,-0.208604,2.666262,0.845262,0.000036,0.000126,-0.070715,0.370620,-1.565290,0.023906,-0.409413,2.066577,-0.945630,-0.000862,0.000424,-30.099897,0.247988,11.142089,24.143932,4.889266,-32.615059,22.007778,0.027237,0.002315,-25.228415,-32.089256,-18.017145,35.160839,1.838742,4.237127,0.105255,0.018547,-0.272500,-25.228415,-32.089256,-18.017145,35.160839,1.838742,4.237127,0.105255,0.018547,-0.272500,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,-0.313824,0.785215,0.415576,0.960272,-0.621982,-1.377665,0.531633,-0.129176,-0.030923,0.136232,-2.529430,-0.264485,2.583305,0.920935,0.000143,0.000055,-1.849618,0.554629,0.642543,0.710555,-1.054371,-2.608994,1.733740,0.007024,-0.004595,36.174484,5.642076,-18.106211,-1.106787,33.209801,0.044231,-39.536030,0.361646,-0.213808,4.868882,-12.688400,3.007188,13.898819,0.983180,-11.851707,-0.032788,-0.145735,-0.165854,4.868882,-12.688400,3.007188,13.898819,0.983180,-11.851707,-0.032788,-0.145735,-0.165854,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.300227,-0.440238,0.358164,1.173272,-0.483205,-0.443058,0.149032,-0.110641,-0.026575,0.082947,-2.536840,-0.248257,2.657609,0.871265,0.000208,0.000012,0.471208,-0.458943,-1.320809,-0.289061,0.214891,2.232101,-1.116508,-0.002440,0.000863,-14.703376,-31.143137,28.310236,-5.642604,-17.153419,-22.718266,25.324163,-0.392033,0.240948,18.760998,-61.420212,12.831867,25.422350,-1.092790,5.480316,-0.030468,-0.928371,0.315253,18.760998,-61.420212,12.831867,25.422350,-1.092790,5.480316,-0.030468,-0.928371,0.315253,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,-0.351660,0.380164,0.126828,0.763785,-0.420138,-1.080624,0.230497,-0.132077,-0.045817,0.079253,-2.540670,-0.237605,2.587457,0.863263,0.000158,0.000014,-0.647729,-0.776307,-0.118423,-0.218859,0.596669,-2.355172,-0.142660,0.000705,-0.000921,3.343692,-5.343193,-5.721748,-13.742318,5.184856,15.475816,5.537686,0.151731,-0.078241,-1.581460,-24.754715,-1.282757,8.704187,0.910859,-0.090650,0.144270,-0.111308,-0.106765,-1.581460,-24.754715,-1.282757,8.704187,0.910859,-0.090650,0.144270,-0.111308,-0.106765,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.350724,0.797997,0.911636,0.772673,-0.341842,-0.803816,0.518267,-0.183732,-0.058926,0.120045,-2.558368,-0.199975,2.594399,0.929148,0.000241,0.000051,-0.985733,-0.258014,1.081010,-0.378348,0.875659,0.312191,1.478368,0.001334,0.003023,42.148739,14.306669,-15.341605,6.102116,-25.039606,-2.433709,-35.077339,-0.058946,0.300452,33.778885,-7.260435,23.075903,12.003512,-1.487176,2.478586,-0.281658,-0.675132,0.198477,33.778885,-7.260435,23.075903,12.003512,-1.487176,2.478586,-0.281658,-0.675132,0.198477,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.131642,0.009542,0.300576,1.257083,-0.504983,-0.374123,0.294520,-0.144048,-0.066323,0.086035,-2.572410,-0.219592,2.678791,0.911167,0.000231,0.000000,1.163346,-0.415378,-0.839492,-0.112520,-0.798789,2.449389,-0.453904,0.002518,-0.003421,-7.176589,-6.771816,18.173820,14.146281,4.161393,-9.768633,9.059943,0.281461,-0.256744,13.307190,-38.985519,8.382027,32.270565,-0.356772,6.674041,-0.111276,-0.172477,-0.193568,13.307190,-38.985519,8.382027,32.270565,-0.356772,6.674041,-0.111276,-0.172477,-0.193568,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,-0.278276,0.832322,0.332493,0.627803,-0.275823,-0.953508,0.393627,-0.153682,-0.074599,0.113880,-2.570747,-0.191395,2.631895,0.922929,0.000227,0.000000,-0.171173,-0.185517,0.772911,0.059254,1.169278,-1.757137,0.314148,-0.001188,-0.000025,13.220706,10.949396,-11.937059,-7.742826,-0.307152,15.536419,-4.447564,-0.212205,0.176779,2.373195,-5.018859,1.448822,5.251528,1.207203,-0.091112,0.105916,-0.739808,0.297166,2.373195,-5.018859,1.448822,5.251528,1.207203,-0.091112,0.105916,-0.739808,0.297166,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.382810,0.940362,0.392275,0.704996,-0.117305,-0.785629,0.463477,-0.111181,-0.066540,0.099645,-2.577509,-0.125946,2.628628,0.947102,0.000217,0.000006,1.302357,0.407660,-0.295034,-0.063672,1.550152,-0.042348,0.551677,-0.000003,0.000549,0.522122,16.225403,9.378330,4.268734,-36.524681,1.756865,-12.977685,0.071309,0.086234,20.760628,-2.618152,9.043171,9.888445,-0.870524,1.634097,-0.166233,-0.331150,0.088869,20.760628,-2.618152,9.043171,9.888445,-0.870524,1.634097,-0.166233,-0.331150,0.088869,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,-0.263096,0.090303,-0.151036,1.342099,-0.176056,-0.408283,0.070536,-0.052671,-0.051163,0.065695,-2.578592,-0.108233,2.697496,0.868271,0.000238,0.000000,1.334815,0.271009,-0.777731,0.360429,0.050476,1.749950,-1.861613,0.005063,-0.002324,-29.638323,-6.638556,18.891001,20.427263,-19.178539,-29.784391,40.976433,0.474568,-0.250085,-11.565796,-38.782768,-8.149664,35.259666,0.268968,4.649352,-0.051117,-0.046978,-0.238238,-11.565796,-38.782768,-8.149664,35.259666,0.268968,4.649352,-0.051117,-0.046978,-0.238238,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,-0.596570,0.586053,-0.256367,0.942085,-0.358967,-1.038596,0.108866,-0.041659,-0.040733,0.061457,-2.552438,-0.153649,2.620299,0.832627,0.000103,0.000130,0.096214,0.224212,-0.134076,0.822125,-0.902218,-2.549490,-0.782082,-0.006692,0.007723,-11.170561,0.788431,-3.980659,-5.049923,30.373390,3.835974,18.935740,-0.525338,0.560072,-21.416769,-19.242525,-15.040648,14.497740,2.035269,-1.192578,0.196848,-0.667351,0.161163,-21.416769,-19.242525,-15.040648,14.497740,2.035269,-1.192578,0.196848,-0.667351,0.161163,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.137001,0.277107,0.583716,0.724913,-0.498479,-1.190228,0.294683,-0.081751,-0.039412,0.107102,-2.540290,-0.196783,2.535344,0.858873,0.000059,0.000125,-0.812534,-0.283733,1.174102,0.074203,-0.932272,-2.383252,0.588476,0.000446,-0.001127,31.731113,-14.238733,-18.981684,-23.623415,22.759182,13.632874,-13.878102,0.141318,-0.139981,16.008606,-31.212847,10.561965,5.769531,-0.478108,-0.344952,-0.014054,0.079807,-0.420573,16.008606,-31.212847,10.561965,5.769531,-0.478108,-0.344952,-0.014054,0.079807,-0.420573,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.033598,-0.251084,0.122453,1.120778,-0.421411,-0.392612,0.124709,-0.046430,-0.056602,0.081558,-2.563463,-0.201775,2.617111,0.832559,0.000110,0.000063,0.915966,-0.922896,-0.625061,-0.651943,-0.268137,2.609845,-0.592442,0.003296,-0.003093,-17.169626,-19.846951,17.881643,-0.808986,-1.823277,-0.073385,13.103924,0.306883,-0.268155,1.625798,-49.582069,1.074395,26.696505,-0.193992,10.922000,-0.008400,0.073715,-0.376690,1.625798,-49.582069,1.074395,26.696505,-0.193992,10.922000,-0.008400,0.073715,-0.376690,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,-0.586708,0.517439,-0.120606,0.943985,-0.366890,-0.802733,0.352714,-0.053368,-0.081377,0.091727,-2.573856,-0.206265,2.623920,0.872307,0.000083,0.000085,-0.324468,-0.727043,0.207116,-0.076442,0.151440,-0.280331,0.904748,-0.002447,0.002595,-4.495677,7.312242,-10.151643,7.518396,9.890179,-7.418861,-19.931379,-0.240503,0.250210,-18.605314,-15.837697,-13.278929,19.377817,1.995345,1.368747,0.047344,-0.410186,0.074053,-18.605314,-15.837697,-13.278929,19.377817,1.995345,1.368747,0.047344,-0.410186,0.074053,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,-0.096857,0.654874,0.157108,1.093617,-0.153894,-0.836532,0.328171,-0.050101,-0.093126,0.088023,-2.569915,-0.152366,2.608607,0.888130,0.000100,0.000098,0.104463,-0.186551,-0.108234,0.491511,1.488864,-0.542765,0.370207,0.000742,0.001031,-2.492376,16.326391,2.056542,17.326199,-23.341225,6.734529,-7.670107,0.093021,-0.000147,-0.296875,-10.326047,-0.342297,24.087126,0.731197,2.778131,-0.067111,-0.091930,-0.272251,-0.296875,-10.326047,-0.342297,24.087126,0.731197,2.778131,-0.067111,-0.091930,-0.272251,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,-0.082323,1.054896,0.472188,0.644566,0.023004,-0.640921,0.494100,-0.086009,-0.084395,0.128048,-2.565850,-0.074038,2.656304,0.936101,0.000074,0.000199,-0.784294,0.465675,1.004639,0.245237,1.870562,1.141268,1.082353,-0.002188,0.007259,25.266579,18.204748,-18.804352,3.254417,-41.942772,-25.129128,-25.200726,-0.138141,0.421734,7.122612,3.341880,4.901073,5.647888,-0.569954,0.515975,-0.177615,-0.246266,-0.181749,7.122612,3.341880,4.901073,5.647888,-0.569954,0.515975,-0.177615,-0.246266,-0.181749,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.011169,0.415552,0.138127,1.112023,-0.154081,-0.547166,0.375057,-0.050919,-0.064316,0.098652,-2.553637,-0.072784,2.692617,0.933735,0.000047,0.000156,0.908257,0.508721,-0.741656,0.590496,-0.218998,0.766582,-0.101359,0.000630,-0.002568,-18.569944,-0.920666,18.842318,7.161242,-3.960519,-14.874690,0.978811,0.079081,-0.222023,1.032191,-25.042540,0.686166,22.677258,-0.064613,2.934290,-0.097134,-0.025490,-0.533046,1.032191,-25.042540,0.686166,22.677258,-0.064613,2.934290,-0.097134,-0.025490,-0.533046,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,-0.397039,0.465454,-0.172655,0.906828,-0.305003,-0.950731,0.023201,-0.030633,-0.049651,0.074516,-2.531244,-0.116716,2.628478,0.851271,0.000000,0.000308,0.324953,0.258948,-0.618461,0.572157,-0.994007,-1.871566,-2.024590,-0.003504,0.008998,-17.114470,-5.251815,6.495913,-15.489563,28.031525,33.184830,35.169052,-0.222753,0.612124,-15.268176,-23.797350,-10.845403,11.437952,1.367032,1.666475,-0.566111,-0.053433,-0.195116,-15.268176,-23.797350,-10.845403,11.437952,1.367032,1.666475,-0.566111,-0.053433,-0.195116,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.071954,0.741971,0.474573,0.750260,-0.236706,-1.238824,0.334183,-0.064137,-0.037450,0.105707,-2.520129,-0.121582,2.542308,0.877257,0.000060,0.000174,-0.729447,0.310980,0.810581,0.227109,0.168274,-2.609353,0.631292,0.003765,-0.006417,23.647154,2.534233,-14.676207,-11.475495,4.603760,0.084929,-13.629562,0.261795,-0.443416,11.307409,-13.406616,7.526621,5.450059,0.045301,-2.992842,0.000924,0.059832,-0.702859,11.307409,-13.406616,7.526621,5.450059,0.045301,-2.992842,0.000924,0.059832,-0.702859,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,-0.069190,-0.575098,0.066889,1.320062,-0.397138,-0.320783,0.176547,-0.042265,-0.041100,0.080393,-2.537551,-0.151817,2.622342,0.855082,0.000126,0.000066,0.495876,-0.696238,-0.660279,-0.522553,-1.100403,2.609050,-0.533573,0.003375,-0.002819,-15.781275,-31.207993,12.914853,-8.962554,18.389345,36.976086,9.404332,0.251070,-0.106658,-1.619659,-65.033211,-1.256038,31.734447,0.226023,12.000000,-0.127679,-0.056940,-0.138181,-1.619659,-65.033211,-1.256038,31.734447,0.226023,15.848607,-0.127679,-0.056940,-0.138181,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,-0.634890,0.425998,-0.202321,1.076452,-0.410883,-0.708438,0.160144,-0.053272,-0.060038,0.077268,-2.545089,-0.190501,2.645602,0.838195,0.000121,0.000055,-0.477794,-0.611066,-0.162661,0.016326,-0.742788,0.175774,-0.367197,-0.001063,0.001058,-7.367924,3.457771,-6.863042,8.074512,25.512405,-13.629436,9.312738,-0.182614,0.191719,-20.291466,-21.728104,-14.224176,22.160601,2.225333,1.853413,0.144164,-0.486915,0.139298,-20.291466,-21.728104,-14.224176,22.160601,2.225333,1.853413,0.144164,-0.486915,0.139298,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.193427,0.746550,0.582767,0.711545,-0.677411,-1.322007,0.412882,-0.090480,-0.073830,0.102151,-2.538338,-0.261351,2.560921,0.890475,0.000141,0.000037,-0.754592,-0.379673,0.661328,0.155844,-1.560750,-2.610583,1.149067,0.001482,-0.000688,28.200844,8.047966,-9.963909,-8.869362,36.637650,-0.031600,-26.770046,0.015256,0.044386,18.617432,-8.161636,12.795867,5.696802,0.014302,-7.834654,-0.051649,-0.357702,0.043317,18.617432,-8.161636,12.795867,5.696802,0.014302,-7.834654,-0.051649,-0.357702,0.043317,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
