Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
10,0.173067,-0.061766,-0.006392,0.306644,0.089767,1.046552,0.553950,0.176181,-0.026301,0.026991,-2.477611,0.014809,2.498727,1.024332,0.000178,0.000152,-0.474739,-0.678153,0.362105,-1.476697,0.835040,2.611023,-0.143158,-0.006434,0.000842,5.829024,-40.427330,-12.425168,-60.107998,-27.308969,-0.064631,3.252810,0.064768,0.145651,-5.564124,-46.271828,-4.094748,-13.936687,-1.471095,12.000000,0.054156,0.127427,-0.100989,-5.564124,-46.271828,-4.094748,-13.936687,-1.471095,77.958046,0.054156,0.127427,-0.100989,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,1.068649,1.038934,0.722476,1.747605,-0.387896,0.220965,0.533574,0.155965,-0.018583,0.054773,-2.483914,-0.062628,2.559289,1.018371,0.000191,0.000068,-0.204330,0.756212,0.835379,0.992866,-2.601624,0.208594,-0.183709,0.002823,-0.001040,29.202572,39.498737,-2.762035,54.505894,0.024619,11.545153,3.820300,0.238817,0.103198,32.498951,-2.086518,22.115576,43.896500,-3.339642,12.000000,-0.120602,-0.126412,0.025595,32.498951,-2.086518,22.115576,43.896500,-3.339642,49.445686,-0.120602,-0.126412,0.025595,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,-0.548786,-0.030550,-1.180529,0.392740,0.724117,0.732102,0.424242,0.233092,-0.016118,-0.016657,-2.506304,0.019126,2.645857,0.984503,0.000081,0.000142,1.771053,-0.619303,-2.164591,-1.429670,2.594535,2.559594,-0.676742,-0.005848,0.004610,-35.816528,-37.365719,0.417151,-51.723240,11.090082,-3.194747,15.461643,-0.225215,0.052516,-47.357857,-45.815701,-40.084915,-7.839722,12.000000,12.000000,0.157560,-0.202481,-0.500514,-47.357857,-45.815701,-40.084915,-7.839722,21.216110,53.587704,0.157560,-0.202481,-0.500514,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.835212,1.022314,0.959875,1.644719,-0.178156,-0.213296,0.496552,0.157713,-0.007930,0.053039,-2.515577,-0.022570,2.733068,0.988856,0.000151,0.000047,-1.980393,0.741748,2.163059,0.653403,-1.401737,2.608979,0.034758,0.005295,-0.006280,24.290005,36.511959,0.429311,52.137775,19.924213,-0.213203,-3.444832,0.246094,-0.377618,27.452394,-3.757696,28.409306,43.375477,-0.503041,8.812489,-0.267459,-0.242935,-0.333283,27.452394,-3.757696,28.409306,43.375477,-0.503041,8.812489,-0.267459,-0.242935,-0.333283,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.408286,0.319375,-0.310759,-0.178219,0.244999,-0.413653,0.295855,0.225603,-0.005700,-0.007647,-2.545442,0.040570,2.798409,0.939223,0.000108,0.000066,1.684406,-0.620772,-1.601916,-1.840216,1.853621,1.151507,-1.030392,-0.002958,0.002685,-41.492470,-36.307487,31.547260,-61.355320,-31.231611,-49.301357,26.595617,-0.222867,0.225456,-8.594651,-32.579609,-5.725298,-26.979925,-0.209260,-3.279120,0.259290,-0.425074,0.085681,-8.594651,-32.579609,-5.725298,-26.979925,-0.209260,-3.279120,0.259290,-0.425074,0.085681,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.381603,0.251066,0.604506,2.419328,-0.097306,0.341198,0.290315,0.158069,-0.001580,0.061979,-2.553113,-0.001785,2.868425,0.916038,0.000183,0.000034,-1.972614,0.431213,2.157505,1.342684,-1.705464,0.681168,-0.541158,0.001668,0.001216,11.888186,28.137669,0.554180,78.082428,27.222775,42.286289,11.260678,0.097456,0.084432,8.581940,-34.688591,13.511708,76.742035,2.829140,12.000000,-0.350667,-0.256195,-0.067335,8.581940,-34.688591,13.511708,76.742035,2.829140,30.125027,-0.350667,-0.256195,-0.067335,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.169628,0.640339,-0.587633,-0.195625,0.352274,-0.243889,0.406885,0.232215,-0.000909,-0.006622,-2.560606,0.068396,2.908837,0.926979,0.000098,0.000124,2.082496,-0.487974,-2.165383,-1.139889,2.228255,0.647408,0.344296,-0.004616,0.005744,-17.298916,-24.836773,-0.286646,-61.473381,-16.325354,-33.066116,-5.521434,-0.347508,0.372255,-18.323315,-19.818523,-17.212257,-28.368567,1.805213,-3.021293,0.144056,-0.504015,0.000259,-18.323315,-19.818523,-17.212257,-28.368567,1.805213,-3.021293,0.144056,-0.504015,0.000259,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.642075,0.444256,0.970779,2.048760,-0.269767,-0.153953,0.281711,0.158991,0.003187,0.063133,-2.549936,-0.002146,2.895752,0.908386,0.000190,0.000050,-2.004204,0.419315,2.151217,1.411617,-2.400133,-0.351002,-0.489552,0.002278,-0.000910,17.951887,24.640102,0.096102,61.723385,-0.584392,13.253655,11.134892,-0.086084,0.087494,19.332855,-27.572769,28.048828,60.796963,-4.264067,6.964711,-0.174088,-0.687725,0.088735,19.332855,-27.572769,28.048828,60.796963,-4.264067,6.964711,-0.174088,-0.687725,0.088735,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.356373,0.429742,-0.429939,-0.587397,0.308466,-0.366165,0.382638,0.235139,-0.006683,-0.004614,-2.571492,0.062346,2.899780,0.916723,0.000128,0.000104,2.138197,-1.026545,-2.068479,-1.953308,2.137438,-0.235444,0.298348,-0.001829,0.001876,-20.013126,-37.367027,5.631752,-84.079460,-19.993271,-16.260719,-4.063734,-0.136006,0.025528,-11.350502,-27.039867,-11.038847,-42.261230,0.521483,-3.845143,0.201804,-0.400607,-0.293801,-11.350502,-27.039867,-11.038847,-42.261230,0.521483,-3.845143,0.201804,-0.400607,-0.293801,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.007794,0.745556,0.144460,2.814872,0.120655,0.167863,0.320973,0.178624,0.000801,0.049074,-2.567998,0.055483,2.949578,0.912007,0.000203,0.000000,-1.679243,0.953918,1.557516,1.924213,-0.528105,1.502545,-0.186773,-0.000358,-0.000778,9.721898,53.481285,-12.101625,120.699738,-19.199574,-38.370636,5.585577,-0.210345,0.118122,-8.939025,-15.090827,-3.019718,87.000000,0.400038,7.402371,0.050179,-0.730479,0.237949,-8.939025,-15.090827,-3.019718,94.971886,0.400038,7.402371,0.050179,-0.730479,0.237949,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.871866,0.327504,0.263753,-1.141066,-0.198098,-0.873634,0.291178,0.199987,-0.007258,0.024268,-2.575100,-0.002704,2.872403,0.898627,0.000099,0.000092,0.649919,-1.270632,-0.589761,-2.106888,-1.359709,-2.613914,-0.292567,-0.002703,0.003679,-7.844181,-59.522366,17.660826,-117.993309,13.358023,-69.443130,9.598395,-0.138276,0.242286,16.688944,-31.759514,11.181980,-65.625153,-3.514531,-12.000000,0.369821,-0.288073,0.001362,16.688944,-31.759514,11.181980,-65.625153,-3.514531,-19.374939,0.369821,-0.288073,0.001362,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,-0.040237,0.166583,-0.110730,3.804922,0.280432,1.076853,0.222914,0.184317,-0.016665,0.045729,-2.585499,0.041200,2.884766,0.876726,0.000049,0.000127,-0.482700,-0.095867,0.521033,1.105743,1.448695,-1.337489,-0.559559,0.000308,-0.000988,4.806332,33.367062,-15.426939,102.451019,-22.087597,4.347710,11.643443,0.431157,-0.494796,-14.731588,-34.915356,-10.413868,87.000000,2.666682,12.000000,0.402708,0.660589,-1.083290,-14.731588,-34.915356,-10.413868,137.315826,2.666682,61.597790,0.402708,0.660589,-1.083290,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.614804,1.098366,0.181216,0.555517,-0.201779,-0.071324,0.463031,0.192873,-0.004305,0.033336,-2.561901,-0.014971,2.934218,0.923353,0.000097,0.000065,0.233795,0.450901,-0.257984,0.608982,-1.781740,1.504198,0.976881,0.001416,-0.001646,-2.813159,10.392926,10.400418,-10.126118,16.323416,-17.701097,-26.047806,0.022126,-0.026242,8.367881,-1.707853,5.860374,0.064560,-1.312918,0.544337,-0.186004,-0.247087,-0.074707,8.367881,-1.707853,5.860374,0.064560,-1.312918,0.544337,-0.186004,-0.247087,-0.074707,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.038776,0.535510,-0.298508,-0.005185,0.587986,-0.818117,0.282774,0.211491,-0.007298,0.016436,-2.572956,0.063061,2.854364,0.901803,0.000134,0.000043,0.323172,-0.547670,-0.490641,-1.090368,2.573345,-2.611693,-0.417756,0.004117,-0.002945,-18.988546,-21.494883,3.533942,-52.496601,0.762691,0.026693,10.329045,0.260981,-0.191071,-17.315592,-23.153997,-11.752193,-19.359669,11.631150,-11.148433,0.148568,-0.110200,-0.208912,-17.315592,-23.153997,-11.752193,-19.359669,11.631150,-11.148433,0.148568,-0.110200,-0.208912,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.718121,-0.101654,0.820135,3.084672,-0.384050,0.878096,0.196188,0.137461,-0.001427,0.085760,-2.553165,-0.004684,2.862437,0.875244,0.000245,0.000097,-1.998811,0.221397,2.154946,2.137479,-2.607889,-2.323143,-0.718394,-0.004770,0.005754,23.767488,19.125492,-0.000358,85.208214,0.145168,8.742212,15.553761,-0.723078,0.706771,24.484962,-48.612518,20.185429,87.000000,-7.603851,12.000000,-0.000269,-1.335860,0.602513,24.484962,-48.612518,20.185429,101.745743,-7.603851,59.404598,-0.000269,-1.335860,0.602513,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.203875,0.756954,-0.699894,-0.682950,0.277996,-0.001481,0.497028,0.214568,-0.006878,0.015851,-2.565088,0.057609,2.943230,0.926607,0.000006,0.000311,2.140933,-0.736914,-2.165878,-1.738413,1.914574,2.610750,1.257533,-0.008916,0.009450,-17.475613,-28.246466,-0.302052,-88.712234,-32.762173,0.171175,-26.533998,-0.297876,0.349284,-15.711861,-14.194889,-23.502781,-47.450504,-0.518957,0.489297,0.140540,0.048118,-0.666448,-15.711861,-14.194889,-23.502781,-47.450504,-0.518957,0.489297,0.140540,0.048118,-0.666448,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.496548,1.172867,0.567099,1.977764,0.098489,-0.844922,0.430189,0.152352,0.000720,0.080490,-2.553895,0.050036,2.860754,0.942827,0.000046,0.000184,-1.518270,0.945351,1.810731,1.667637,-0.196592,-2.608013,0.309208,0.002872,-0.006292,35.569492,51.320431,-20.804613,77.508415,6.553035,-0.057607,-8.038086,0.160905,-0.373387,13.683344,1.888413,10.296841,58.517059,0.773311,-12.000000,-0.232133,-0.019029,-0.608453,13.683344,1.888413,10.296841,58.517059,0.773311,-12.746190,-0.232133,-0.019029,-0.608453,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.271945,-0.682819,-0.396732,0.124566,0.064609,0.483051,0.198934,0.221139,-0.002705,0.012742,-2.569527,0.049454,2.944005,0.893547,0.000072,0.000118,1.745970,-1.260669,-1.955307,-1.622651,-0.284287,2.607620,-1.102766,0.004345,-0.003396,-27.103113,-65.924286,13.152887,-77.792557,-3.945537,14.240526,24.841202,0.401834,-0.235213,-12.940388,-72.884880,-11.001176,-14.491485,-0.893852,12.000000,0.112044,0.208880,-0.396035,-12.940388,-72.884880,-11.001176,-14.491485,-0.893852,20.757172,0.112044,0.208880,-0.396035,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.220594,1.733741,0.243850,1.809104,0.078249,-0.833920,0.391122,0.169150,-0.001846,0.060180,-2.553807,0.027205,2.862025,0.914338,0.000142,0.000025,-1.260087,1.027736,1.226636,1.843301,-0.202599,-2.607782,0.481233,0.000638,-0.001102,32.721024,69.612335,-27.080374,80.419945,18.657286,0.050340,-10.424279,-0.202347,0.187516,0.535482,25.353882,0.108476,51.462055,2.540147,-12.000000,-0.105134,-0.671235,0.332799,0.535482,25.353882,0.108476,51.462055,2.540147,-12.401726,-0.105134,-0.671235,0.332799,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.168141,-0.323810,-0.416958,-0.086553,0.269388,0.210930,0.333259,0.222899,0.001574,0.000460,-2.568392,0.082320,2.943743,0.910105,0.000006,0.000173,1.138722,-0.931202,-1.585725,-1.661006,1.259412,2.609779,-0.061931,-0.004916,0.006242,-42.841385,-58.490467,25.953983,-79.525108,-33.546085,0.016594,1.986897,-0.141647,0.242071,-16.589993,-59.326130,-11.000422,-23.005051,-1.153676,8.939299,0.080273,0.045687,-0.329583,-16.589993,-59.326130,-11.000422,-23.005051,-1.153676,8.939299,0.080273,0.045687,-0.329583,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,1.081881,1.036956,1.257127,1.792080,-0.460770,-0.795919,0.270130,0.146183,-0.001800,0.070957,-2.560345,0.001650,2.861274,0.896322,0.000058,0.000157,-1.814781,0.499082,2.142077,1.394225,-2.451806,-2.607795,-0.357116,0.000877,0.001200,33.565155,44.562828,0.389128,66.967133,0.089149,0.008898,8.132258,-0.084612,0.170989,38.339653,-2.534925,38.920792,51.737759,-12.000000,-10.823338,-0.194760,-0.316257,-0.118805,38.339653,-2.534925,38.920792,51.737759,-12.033865,-10.823338,-0.194760,-0.316257,-0.118805,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.109192,0.129516,-0.584126,0.124739,0.347153,0.227229,0.360359,0.225482,-0.000610,0.002842,-2.576349,0.071939,2.943748,0.905680,0.000000,0.000309,2.177495,-0.611351,-2.147595,-1.294759,2.089394,2.611006,0.313895,-0.002632,0.003140,-23.042149,-33.469673,0.931334,-52.955368,-30.277431,0.137558,-4.806803,0.119866,-0.232767,-20.794233,-40.430672,-17.817774,-13.368697,0.772320,9.593222,0.110134,0.462943,-1.221588,-20.794233,-40.430672,-17.817774,-13.368697,0.772320,9.593222,0.110134,0.462943,-1.221588,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.521536,1.008296,0.726755,1.872034,-0.176205,-0.560553,0.279526,0.155133,0.005546,0.071712,-2.555823,0.000805,2.865112,0.896239,0.000000,0.000280,-1.965325,0.734818,2.164890,1.761768,-2.045238,-2.609816,-0.297048,-0.000259,0.000445,17.541639,40.976738,0.601115,64.664413,24.082659,-0.128245,4.706522,-0.030104,0.048363,14.689582,-5.108559,17.595879,53.459644,-0.409305,-1.718620,-0.176299,-0.024321,-0.539509,14.689582,-5.108559,17.595879,53.459644,-0.409305,-1.718620,-0.176299,-0.024321,-0.539509,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
