Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
10,0.308314,0.261285,-0.026043,1.129539,-0.011755,-1.006868,-8.031176,0.104591,-0.146486,0.031370,-2.492954,-0.025884,2.497756,-0.408098,0.000285,0.000144,1.039443,0.402810,-0.889823,0.056767,0.336462,0.078578,-2.586986,-0.004052,-0.001643,-23.111700,-3.527092,21.296852,-0.218189,-7.165133,-5.671365,1.001558,0.089028,0.037118,-0.127799,-24.541824,0.033016,19.485369,0.243696,2.513448,-12.000000,-0.148398,-0.154343,-0.127799,-24.541824,0.033016,19.485369,0.243696,2.513448,-222.365250,-0.148398,-0.154343,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.380868,0.292937,-0.084035,1.129240,0.006937,-0.987849,-8.320132,0.145072,-0.131949,-0.004082,-2.495677,-0.014540,2.507149,-0.494820,0.000198,0.000094,0.931311,0.335983,-0.793947,0.052499,0.290412,0.073632,-2.584316,-0.002486,-0.000465,-20.818480,-2.250395,19.515459,0.765907,-6.176569,-5.257077,1.126270,0.054717,0.008764,-0.045732,-24.181831,0.192331,19.763245,0.263350,2.560586,-12.000000,-0.125004,-0.174922,-0.045732,-24.181831,0.192331,19.763245,0.263350,2.560586,-226.986618,-0.125004,-0.174922,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.441047,0.311466,-0.139982,1.121493,0.016295,-0.975552,-8.568066,0.181378,-0.119350,-0.035926,-2.498091,-0.006365,2.515092,-0.581569,0.000160,0.000083,0.830932,0.279907,-0.707211,0.058345,0.215092,0.039270,-2.599380,-0.000907,0.001252,-18.667795,-1.876736,17.587591,0.687576,-4.455632,-4.403908,0.015779,0.043904,0.023185,-0.152096,-24.273016,0.159301,19.630402,0.283442,2.557579,-12.000000,-0.178785,-0.258378,-0.152096,-24.273016,0.159301,19.630402,0.283442,2.557579,-229.986832,-0.178785,-0.258378,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.519744,0.336688,-0.180599,1.119764,0.027144,-0.937629,-8.702509,0.215384,-0.108020,-0.065533,-2.500529,0.000655,2.527791,-0.668092,0.000142,0.000090,0.782614,0.250421,-0.649036,0.067358,0.179039,0.173946,-2.585254,-0.000608,0.001017,-17.165485,-1.159494,16.804996,1.658749,-4.374725,-6.432756,-0.365596,0.007536,-0.034073,0.490473,-24.046879,0.701714,19.791256,0.256154,2.586533,-12.000000,-0.217037,-0.345226,0.490473,-24.046879,0.701714,19.791256,0.256154,2.586533,-228.515305,-0.217037,-0.345226,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.553804,0.351670,-0.233215,1.093836,0.012457,-0.940947,-8.915560,0.245002,-0.097967,-0.091118,-2.501889,0.000730,2.535007,-0.754689,0.000137,0.000099,0.674103,0.202044,-0.554902,0.073059,0.020046,0.014325,-2.609778,-0.000690,0.001642,-14.927480,-1.588004,14.380641,-0.181492,-0.159675,-3.980642,-1.521206,-0.002952,0.018607,-0.098707,-24.143904,0.252946,18.746090,0.330414,2.438210,-12.000000,-0.215390,-0.316786,-0.098707,-24.143904,0.252946,18.746090,0.330414,2.438210,-230.109116,-0.215390,-0.316786,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.591043,0.361980,-0.269195,1.112308,0.016294,-0.909806,-9.008135,0.270253,-0.088992,-0.112627,-2.503330,0.001314,2.544952,-0.841681,0.000126,0.000112,0.572993,0.178012,-0.461131,0.090151,0.036937,0.108117,-2.609624,-0.000593,0.001399,-12.675350,-0.929789,12.159885,1.449947,-0.880206,-4.973358,0.003233,0.007024,-0.014566,-0.230199,-24.344517,0.156133,19.650650,0.350016,2.584039,-12.000000,-0.183107,-0.384065,-0.230199,-24.344517,0.156133,19.650650,0.350016,2.584039,-226.751694,-0.183107,-0.384065,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.614741,0.369568,-0.272083,1.098247,0.000777,-0.915933,-9.146093,0.287128,-0.081106,-0.126163,-2.503465,-0.001960,2.549644,-0.928527,0.000122,0.000120,0.380652,0.136205,-0.272854,0.110502,-0.051288,-0.041252,-2.609491,-0.000701,0.001692,-7.884364,-1.347180,7.918667,0.117329,1.632107,-2.553671,0.004406,-0.002949,0.014371,0.154969,-24.581648,0.378309,18.971561,0.372944,2.496253,-12.000000,-0.183471,-0.372525,0.154969,-24.581648,0.378309,18.971561,0.372944,2.496253,-225.323532,-0.183471,-0.372525,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.646216,0.407478,-0.298593,1.086004,0.014002,-0.893766,-9.247635,0.303644,-0.073958,-0.139042,-2.504000,-0.000781,2.557237,-1.015522,0.000118,0.000126,0.383308,0.127403,-0.267699,0.101771,0.061803,0.050185,-2.609388,-0.000384,0.001329,-7.878345,-0.403274,7.734399,0.696900,-0.991166,-3.943192,0.002389,0.000804,-0.022543,0.086587,-23.557545,0.322960,18.583010,0.358237,2.454204,-12.000000,-0.194342,-0.427943,0.086587,-23.557545,0.322960,18.583010,0.358237,2.454204,-222.425522,-0.194342,-0.427943,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.660129,0.400984,-0.320437,1.085770,0.007391,-0.900820,-9.363539,0.317634,-0.067475,-0.149624,-2.503787,-0.001623,2.559958,-1.102498,0.000120,0.000126,0.320462,0.096544,-0.214425,0.114303,0.008922,-0.087533,-2.609256,-0.000421,0.001529,-6.592846,-0.978179,6.318230,-0.101766,0.545272,-1.599285,0.004334,0.000992,0.005632,-0.234778,-24.284618,0.072398,18.479925,0.392115,2.451576,-12.000000,-0.195491,-0.393025,-0.234778,-24.284618,0.072398,18.479925,0.392115,2.451576,-220.104538,-0.195491,-0.393025,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.660844,0.410621,-0.312161,1.088728,0.007760,-0.893399,-9.409082,0.324711,-0.061790,-0.153533,-2.503592,-0.002000,2.562650,-1.189501,0.000118,0.000128,0.159812,0.075437,-0.059091,0.116052,0.018253,-0.069193,-2.609145,-0.000457,0.001488,-2.813157,-0.720699,2.653000,0.268989,0.004264,-1.330347,0.002131,-0.001657,0.000175,-0.127456,-24.281193,0.091955,18.600775,0.381721,2.501620,-12.000000,-0.193745,-0.403473,-0.127456,-24.281193,0.091955,18.600775,0.381721,2.501620,-214.966644,-0.193745,-0.403473,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.665780,0.424757,-0.316613,1.086296,0.015005,-0.890666,-9.457026,0.330136,-0.056646,-0.155892,-2.503174,-0.000630,2.564941,-1.276503,0.000117,0.000127,0.128459,0.062101,-0.032272,0.123292,0.064911,-0.083889,-2.609066,-0.000390,0.001333,-2.131499,-0.455941,1.849479,0.359791,-0.734757,-1.243354,0.002160,0.001472,-0.007459,-0.241071,-24.075207,-0.015100,18.457609,0.397754,2.469918,-12.000000,-0.191602,-0.403405,-0.241071,-24.075207,-0.015100,18.457609,0.397754,2.469918,-209.924545,-0.191602,-0.403405,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.684356,0.445572,-0.316934,1.069249,0.017099,-0.887731,-9.516356,0.335573,-0.051813,-0.158354,-2.502850,0.000876,2.567302,-1.363506,0.000118,0.000125,0.131559,0.054108,-0.035209,0.110011,0.060533,-0.078978,-2.609042,-0.000328,0.001338,-2.078039,-0.307130,2.002191,-0.219298,-0.923193,-1.252509,0.001302,-0.000693,0.000189,0.061579,-23.598162,0.185862,17.753668,0.362002,2.384875,-12.000000,-0.201845,-0.386404,0.061579,-23.598162,0.185862,17.753668,0.362002,2.384875,-205.337677,-0.201845,-0.386404,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.695525,0.436082,-0.332261,1.088532,0.027363,-0.876654,-9.520959,0.342467,-0.047256,-0.162262,-2.502584,0.003871,2.570554,-1.450506,0.000116,0.000125,0.164492,0.043713,-0.070506,0.120762,0.099032,-0.055467,-2.608967,-0.000351,0.001290,-2.991400,-0.385251,2.723160,0.672997,-1.663218,-1.658989,0.000300,-0.002682,-0.004468,-0.183530,-24.317757,0.021122,18.527462,0.389328,2.480825,-12.000000,-0.202356,-0.389353,-0.183530,-24.317757,0.021122,18.527462,0.389328,2.480825,-198.562042,-0.202356,-0.389353,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.700812,0.443795,-0.323774,1.074427,0.019792,-0.874822,-9.527161,0.346142,-0.043178,-0.163189,-2.502081,0.004012,2.573177,-1.537509,0.000117,0.000127,0.087462,0.024098,0.002252,0.113493,0.019383,-0.071089,-2.608978,-0.000316,0.001473,-1.103061,-0.660321,1.081915,-0.239283,-0.254741,-1.271893,0.000000,-0.001098,0.008711,0.047289,-24.297792,0.146919,17.891626,0.367174,2.407568,-12.000000,-0.203987,-0.381832,0.047289,-24.297792,0.146919,17.891626,0.367174,2.407568,-191.849884,-0.203987,-0.381832,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.726839,0.459360,-0.357227,1.073953,0.028454,-0.863232,-9.555493,0.355883,-0.039449,-0.170187,-2.501986,0.005767,2.577296,-1.624510,0.000115,0.000128,0.232160,0.020131,-0.146244,0.106804,0.069507,-0.032449,-2.609012,-0.000306,0.001291,-4.705318,-0.201217,4.398099,0.261217,-1.046658,-2.148333,-0.001159,-0.005151,-0.003489,-0.283276,-23.935787,-0.045125,17.912626,0.396446,2.387314,-12.000000,-0.208399,-0.392989,-0.283276,-23.935787,-0.045125,17.912626,0.396446,2.387314,-186.023087,-0.208399,-0.392989,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.723118,0.440968,-0.354056,1.084230,0.017142,-0.862616,-9.564154,0.360883,-0.036219,-0.172911,-2.501490,0.004201,2.579400,-1.711514,0.000115,0.000130,0.111473,-0.005455,-0.039399,0.116183,-0.020434,-0.084505,-2.609003,-0.000212,0.001433,-2.042509,-0.825207,1.808647,0.015435,0.742112,-0.973399,-0.001001,0.003505,0.007250,-0.358021,-24.896320,-0.133470,18.246166,0.410428,2.447980,-12.000000,-0.203075,-0.386207,-0.358021,-24.896320,-0.133470,18.246166,0.410428,2.447980,-179.409210,-0.203075,-0.386207,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.726450,0.468738,-0.344852,1.067854,0.011437,-0.865839,-9.616610,0.362889,-0.033508,-0.172888,-2.501040,0.001925,2.580272,-1.798518,0.000116,0.000130,0.047935,-0.012826,0.019678,0.107381,-0.028396,-0.112141,-2.609070,-0.000108,0.001274,-0.449749,-0.257197,0.382392,-0.386661,1.176881,-0.439479,-0.001802,0.004873,-0.002516,-0.124237,-23.949669,-0.006621,17.556461,0.411826,2.352441,-12.000000,-0.211879,-0.391922,-0.124237,-23.949669,-0.006621,17.556461,0.411826,2.352441,-174.546936,-0.211879,-0.391922,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.757020,0.471453,-0.362025,1.073173,0.024440,-0.857067,-9.644009,0.369867,-0.030931,-0.177646,-2.501075,0.003661,2.582548,-1.885519,0.000114,0.000129,0.169813,-0.014826,-0.094835,0.100345,0.075868,-0.074901,-2.609139,-0.000128,0.001057,-3.178492,-0.094503,3.154768,0.236521,-0.902305,-1.257023,-0.002961,-0.005413,-0.005926,0.058651,-24.031879,0.151635,17.827185,0.397804,2.374102,-12.000000,-0.225907,-0.377817,0.058651,-24.031879,0.151635,17.827185,0.397804,2.374102,-168.682602,-0.225907,-0.377817,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.746505,0.458541,-0.359755,1.079580,0.018621,-0.856817,-9.643498,0.372870,-0.028672,-0.178602,-2.500827,0.003482,2.583664,-1.972523,0.000116,0.000127,0.068023,-0.031964,-0.001325,0.106871,0.014864,-0.103837,-2.609221,0.000032,0.001138,-1.001146,-0.546450,0.843644,0.044231,0.054017,-0.483863,-0.002761,0.004241,0.003288,-0.206151,-24.708485,-0.062799,18.036158,0.394599,2.415159,-12.000000,-0.225832,-0.362261,-0.206151,-24.708485,-0.062799,18.036158,0.394599,2.415159,-161.701523,-0.225832,-0.362261,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.762732,0.478523,-0.380616,1.067854,0.021385,-0.854739,-9.677368,0.379231,-0.026722,-0.183142,-2.500735,0.003878,2.585102,-2.059527,0.000116,0.000127,0.149587,-0.035214,-0.091752,0.098337,0.036902,-0.093989,-2.609366,0.000059,0.001014,-3.119101,-0.136059,2.797894,-0.110800,-0.211380,-0.760977,-0.003390,-0.001584,-0.002135,-0.404947,-24.032623,-0.180742,17.574310,0.400397,2.340204,-12.000000,-0.240993,-0.359670,-0.404947,-24.032623,-0.180742,17.574310,0.400397,2.340204,-156.095505,-0.240993,-0.359670,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,0.760611,0.472330,-0.354595,1.072122,0.006737,-0.862466,-9.715103,0.379185,-0.025027,-0.181553,-2.500389,0.000900,2.583986,-2.146533,0.000120,0.000125,-0.001920,-0.046916,0.058303,0.103450,-0.051070,-0.157090,-2.609411,0.000328,0.000974,0.718453,-0.363922,-0.554025,-0.358552,1.590680,0.692100,-0.003376,0.016435,-0.003259,0.137784,-24.397257,0.140485,17.690235,0.388944,2.370648,-12.000000,-0.240305,-0.352973,0.137784,-24.397257,0.140485,17.690235,0.388944,2.370648,-150.644211,-0.240305,-0.352973,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.758549,0.478887,-0.363256,1.078717,0.021424,-0.859737,-9.719793,0.380525,-0.023495,-0.181163,-2.500219,0.002308,2.583813,-2.233536,0.000120,0.000122,0.036751,-0.045953,0.020753,0.107407,0.073414,-0.130853,-2.609588,0.000208,0.000735,-0.334873,0.035587,0.124763,0.394330,-0.574826,0.029570,-0.004807,-0.007060,-0.007452,-0.215061,-24.236832,-0.098169,17.973413,0.410534,2.384953,-12.000000,-0.274745,-0.335814,-0.215061,-24.236832,-0.098169,17.973413,0.410534,2.384953,-143.870987,-0.274745,-0.335814,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.745650,0.474328,-0.352121,1.078622,0.022496,-0.860446,-9.708504,0.378821,-0.022070,-0.177953,-2.499748,0.003685,2.583588,-2.320543,0.000121,0.000120,-0.038649,-0.053688,0.087469,0.112686,0.057665,-0.130990,-2.609720,0.000322,0.000764,1.265030,-0.238198,-1.551023,0.130350,-0.681674,0.201075,-0.003891,0.002776,-0.000717,-0.302009,-24.527817,-0.183429,17.903416,0.376581,2.384595,-12.000000,-0.268559,-0.319108,-0.302009,-24.527817,-0.183429,17.903416,0.376581,2.384595,-136.458328,-0.268559,-0.319108,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
